global_idx,group,entropy,confidence,loc_score,centroid_row,centroid_col,dist_from_center
7417,Correct,0.04858453,0.9917463,0.6879163980484009,0.48727298624126003,0.5352312210489953,0.05297576456868421
7418,Correct,0.46838143,0.8226555,0.5782003998756409,0.36825986798285953,0.543448004754503,0.1961794663110332
7419,Correct,0.3336017,0.8987993,0.6537331938743591,0.6022233266885697,0.46550281101021435,0.15257565053097452
7420,Correct,0.11716773,0.97530854,0.7679781317710876,0.555633031529832,0.5257091557871277,0.0866717357445446
7421,Correct,0.33058777,0.8977767,0.7039014101028442,0.4623422635093849,0.48600340842671896,0.056815661454670145
7422,Correct,0.43881774,0.8604934,0.5508063435554504,0.5666035565057908,0.5786222661564693,0.14572230079708978
7423,Correct,0.47447655,0.8188433,0.6857073903083801,0.5170013161733581,0.5581536263539405,0.08568417601564726
7424,Correct,0.55445826,0.772931,0.642978847026825,0.40874353771862354,0.46375072939660916,0.13886505339638291
7425,Correct,0.21736045,0.9452038,0.7226743698120117,0.5072299444735873,0.468254102965894,0.04604506652381374
7426,Correct,0.5000592,0.8162032,0.6717349290847778,0.5109805669468976,0.5487952819171885,0.0707326287911485
7427,Correct,0.26227656,0.92706317,0.6441120505332947,0.4935550135376127,0.4027162214108557,0.1378816262384659
7428,Correct,0.3644882,0.881531,0.6725525259971619,0.5337396113270154,0.5048717081122522,0.048209851948103954
7429,Correct,0.5583029,0.759291,0.6659015417098999,0.4894975361958259,0.5165254886776204,0.027690919883317205
7430,Correct,0.278458,0.920274,0.6018253564834595,0.49170983952206965,0.4365100903148798,0.09055048749260886
7431,Misclass_to_CNV,0.20581806,0.9565721,0.12898297607898712,0.6359813845943395,0.5881893772699166,0.22920865262659412
7432,Correct,0.63650805,0.71293014,0.44291049242019653,0.4266135447680774,0.48323127452282316,0.10645902465865352
7433,Correct,0.19869271,0.95881706,0.7237387299537659,0.5129537929926352,0.490008766220107,0.02313549244518131
7434,Misclass_to_CNV,0.14332065,0.9715328,0.20926901698112488,0.6011124929760608,0.6067987394225783,0.20798897556402232
7435,Correct,0.1983574,0.9507318,0.670244574546814,0.5684850981724355,0.5332775653070757,0.10768105705698493
7436,Correct,0.08248535,0.9850606,0.49675098061561584,0.3710954872485842,0.47181724533752695,0.18660461445551157
7437,Correct,0.40310004,0.8639308,0.7124326825141907,0.5584158393545002,0.4897543250861553,0.08387352552421967
7438,Correct,0.35881335,0.88408524,0.7697327136993408,0.5432975682199257,0.5290964099280557,0.07377371462059613
7439,Misclass_to_CNV,0.6355984,0.69457555,0.5370906591415405,0.5089035025199286,0.5066508550637563,0.015716630058728667
7440,Correct,0.24721582,0.9327232,0.4653802514076233,0.3584024130715461,0.44168869181174697,0.2165644720935846
7441,Correct,0.31351003,0.9061978,0.7453813552856445,0.4812722601348227,0.4585075263249166,0.0643794006206215
7442,Correct,0.21748674,0.94456327,0.6718530654907227,0.5193865203619643,0.5486615585077028,0.07407812697609789
7443,Correct,0.18240872,0.9583065,0.6112242937088013,0.47677338749660886,0.549517440071768,0.07734923916424538
7444,Correct,0.32062387,0.9024411,0.674994945526123,0.39465804033828517,0.4970351465303821,0.14903502153162967
7445,Correct,0.31224683,0.9071025,0.6461126208305359,0.5310232103373994,0.4248710328100188,0.11495043532472414
7446,Correct,0.4559186,0.8440609,0.6020919680595398,0.6425510162758138,0.4699375391742754,0.20603176353254637
7447,Misclass_to_NORMAL,0.5631162,0.7604727,0.49830862879753113,0.44007340206093054,0.6848712798303461,0.2748402708725962
7448,Correct,0.4800006,0.81577003,0.6624775528907776,0.4566636685186264,0.41490345818147534,0.13505153872307718
7449,Correct,0.71778846,0.55104023,0.5684789419174194,0.35198568991957807,0.633225919272194,0.2816287682553202
7450,Correct,0.46607354,0.8253874,0.7415036559104919,0.45483938156018466,0.5156014984793702,0.06757052926636552
7451,Correct,0.16330579,0.96411735,0.7883691787719727,0.5089219670447599,0.48001469086034393,0.030952029896451124
7452,Correct,0.6130455,0.706885,0.6030343770980835,0.484896073042192,0.4752151773405094,0.041046706172583394
7453,Correct,0.38150346,0.87689555,0.8284677863121033,0.5307183766647304,0.46957738968887053,0.061141702348873075
7454,Correct,0.3079632,0.92749995,0.4530726373195648,0.5822486866035245,0.5874402522985929,0.16976833727197987
7455,Correct,0.29741016,0.91422254,0.21839255094528198,0.7868668527014046,0.5351141343434853,0.4087189587222537
7456,Correct,0.47551042,0.81782824,0.6277114748954773,0.4143496512672459,0.5802293801929543,0.1659682842243542
7457,Correct,0.65761834,0.6452443,0.7823137044906616,0.5500201230061953,0.552452209319277,0.10250118992507505
7458,Correct,0.19777063,0.9586073,0.7474377155303955,0.523055302084425,0.5233270114754257,0.046383109395096246
7459,Correct,0.19793431,0.95020944,0.6243348717689514,0.46326755952577975,0.479297150866199,0.059630196133319206
7460,Correct,0.5817136,0.739591,0.61629319190979,0.5720802834435242,0.38730249794906585,0.18918929266646725
7461,Correct,0.3602206,0.8838414,0.8221265077590942,0.45139780475596114,0.4689516435666432,0.08156192518267873
7462,Correct,0.17673737,0.9591602,0.7737697958946228,0.47403906846779725,0.49602976995626546,0.03714115487218703
7463,Misclass_to_NORMAL,0.6102276,0.7157385,0.6362718939781189,0.4988794484415098,0.5824391551916662,0.11659734083169189
7464,Correct,0.24512282,0.9385991,0.7178128957748413,0.5939540576888802,0.4826660544984974,0.13511351244679037
7465,Correct,0.43517283,0.8581672,0.6428911685943604,0.5760366890862925,0.5436360866920312,0.12398133850705091
7466,Correct,0.58270425,0.7318515,0.4343280792236328,0.30615534164000613,0.50391286939542,0.27419358898999935
7467,Correct,0.59914565,0.7306543,0.647144079208374,0.41651326704861746,0.4696250502469626,0.12563974014136617
7468,Correct,0.6662443,0.6582916,0.47951194643974304,0.36262268534786635,0.4578789987750474,0.2032078016475932
7469,Correct,0.1704467,0.9598059,0.798488438129425,0.5424114882803645,0.480102988133212,0.06625142140939458
7470,Correct,0.10767045,0.98164254,0.7539784908294678,0.4896426811418277,0.5421106847326402,0.06132835922445132
7471,Correct,0.35198063,0.88905764,0.7811729907989502,0.49346343198785025,0.49766658623589394,0.00981545120429814
7472,Correct,0.51405966,0.79169214,0.6614783406257629,0.5326118920007803,0.5410893553890886,0.07418720410099555
7473,Correct,0.20489205,0.9478645,0.6460518836975098,0.5927675874233059,0.5325449449770082,0.13903236112428788
7474,Correct,0.41853142,0.8543704,0.7115755677223206,0.47479283265139866,0.4811687727626853,0.04449755959608966
7475,Correct,0.24125843,0.9356716,0.48795491456985474,0.33380949089849926,0.45194170815901064,0.24465847514480138
7476,Correct,0.23247224,0.93820596,0.5860239267349243,0.4573516174841949,0.4908767773481208,0.06167848446209087
7477,Correct,0.39024812,0.89032537,0.5393180251121521,0.4609582215896252,0.3774468301122769,0.18189854266031885
7478,Correct,0.20606865,0.94837785,0.6482475996017456,0.6221071111886454,0.47926922161565766,0.17515656867646678
7479,Correct,0.35939565,0.8844778,0.555783748626709,0.3736194262052007,0.5363322298668948,0.1859681712541347
7480,Correct,0.28958103,0.93695253,0.6041479110717773,0.5050417887275805,0.3677331896636283,0.18718936267924674
7481,Correct,0.59995586,0.7186182,0.5045338869094849,0.41208649010244985,0.5234395138364306,0.1286716443618785
7482,Correct,0.121449195,0.9746116,0.7235485911369324,0.5895991402926078,0.5065843427104464,0.12705400041008572
7483,Correct,0.294388,0.9308061,0.5886663794517517,0.6312924630201666,0.5458286238876187,0.19666201266810338
7484,Misclass_to_NORMAL,0.26178944,0.93310714,0.12422337383031845,0.8300368902685064,0.5285808945921818,0.4684895227724853
7485,Correct,0.591424,0.7398994,0.5137465596199036,0.4184936549209221,0.3960217081287361,0.18684094555859784
7486,Correct,0.5274517,0.78086853,0.6295596957206726,0.4909595031008534,0.4964248049313792,0.013748643857644273
7487,Correct,0.32043988,0.922139,0.7875338792800903,0.5314995351654913,0.515385885426818,0.04957713557698131
7488,Correct,0.7042712,0.6480761,0.4766087234020233,0.6327225708254239,0.6719225817743737,0.30715681639994863
7489,Correct,0.22734877,0.94549096,0.7878391742706299,0.5264588930985478,0.5212019021174695,0.04794984207271463
7490,Correct,0.42165193,0.8571524,0.8545958995819092,0.5655213490170199,0.5220601004531449,0.09777213518189093
7491,Correct,0.46173903,0.8279413,0.6811001300811768,0.4405792583281694,0.45527286063551176,0.1051792901341398
7492,Correct,0.38006595,0.874791,0.7033730149269104,0.5612070928026757,0.5190320966747056,0.0906479885401843
7493,Correct,0.34524372,0.89109385,0.716985285282135,0.49160402190162006,0.5012349979379884,0.012001472254295414
7494,Correct,0.17487472,0.95801044,0.7966057062149048,0.4886364394218981,0.4772980448946553,0.03590290446794733
7495,Correct,0.30413598,0.9094832,0.6718541979789734,0.431327082411825,0.4952004700997836,0.09735507277317754
7496,Correct,0.45479783,0.8318416,0.5440208315849304,0.400847507391543,0.5068308044880753,0.14055516127431553
7497,Correct,0.28445607,0.91798186,0.6843993663787842,0.4905149887690787,0.4293742766177387,0.10077656713064198
7498,Correct,0.6919347,0.61707836,0.7808442115783691,0.5271328240983743,0.4615327886360549,0.06657201354430772
7499,Correct,0.3547103,0.88718706,0.7243861556053162,0.540083960780853,0.4915007380752945,0.057947586060951795
7500,Correct,0.15060998,0.9659348,0.6037236452102661,0.6171804451582615,0.45473412866927265,0.17765278401881746
7501,Correct,0.22178425,0.9429619,0.7398061156272888,0.5250281363923193,0.4999179072784131,0.035395320325926516
7502,Correct,0.25995922,0.9315954,0.6510798931121826,0.44976061700144276,0.47885151785699925,0.07708766309894914
7503,Correct,0.5293124,0.79411095,0.5704749822616577,0.5884377594137983,0.5107773267163397,0.1259951432499173
7504,Correct,0.319712,0.903034,0.731848955154419,0.4468966296502198,0.46569669331985425,0.08940564626127419
7505,Correct,0.4725624,0.82071584,0.7157666087150574,0.4127815411252275,0.4823548962653685,0.12584442184138545
7506,Correct,0.18464664,0.9556973,0.6706485748291016,0.4734198992527493,0.5412791209458712,0.06943295444956749
7507,Correct,0.23325829,0.93781626,0.5254719853401184,0.41752871471826036,0.5279047572371329,0.12312748168045512
7508,Correct,0.21184033,0.9560782,0.7330825328826904,0.5563728049990877,0.46473333865806143,0.09403861489486275
7509,Correct,0.49090296,0.866438,0.7681869864463806,0.4690935585895746,0.5742496076532381,0.113738404748052
7510,Correct,0.27174556,0.9349542,0.7365420460700989,0.5827828772215107,0.5315284372660298,0.12527607207691088
7511,Correct,0.27054802,0.9236203,0.6163010597229004,0.5124164421850761,0.456486546617224,0.06399357251834528
7512,Correct,0.5727735,0.75162584,0.7281118035316467,0.4920111476478047,0.5120464885900036,0.02044209623567323
7513,Correct,0.1572761,0.9633933,0.5634821057319641,0.6223790372253355,0.5370315282540661,0.1808201473123598
7514,Correct,0.4939905,0.80731004,0.5664168000221252,0.6020346655126124,0.5536817232313301,0.16305091459636664
7515,Correct,0.14186378,0.9680288,0.45428624749183655,0.35155430347643263,0.45834208346212385,0.21804360493554362
7516,Misclass_to_CNV,0.5984833,0.80163926,0.6480283737182617,0.4126481837632383,0.6225409061532752,0.21282205468760412
7517,Misclass_to_CNV,0.8017268,0.49385086,0.6234947443008423,0.5166150964373967,0.5952091421252571,0.13668095824840706
7518,Correct,0.51645774,0.788377,0.579037606716156,0.5560249443269819,0.4695553893092669,0.0901739286817617
7519,Correct,0.17537463,0.96544844,0.7315647006034851,0.492936333971163,0.5116728807908565,0.019295156061793977
7520,Correct,0.34479445,0.8912957,0.7136510014533997,0.42765252280389854,0.4614998532254611,0.11590011870832108
7521,Correct,0.4223157,0.85230064,0.6193773150444031,0.4712576008559125,0.43605340697579564,0.09914930426343155
7522,Correct,0.7079784,0.5909096,0.7942892909049988,0.5405355580947823,0.4690749136957845,0.07210398647756784
7523,Correct,0.09268171,0.9816803,0.37835970520973206,0.704572463540002,0.41862940373903423,0.3113553172010735
7524,Correct,0.35359454,0.8949158,0.7403488755226135,0.46230862700692194,0.46995697700482536,0.06816484179974198
7525,Correct,0.35560426,0.8872539,0.713520348072052,0.4513536668118299,0.4468295291970436,0.10191726740903619
7526,Correct,0.265442,0.9300436,0.7339644432067871,0.528003327699212,0.4520570853600309,0.07852018118171677
7527,Correct,0.6809317,0.6275908,0.691002368927002,0.474468197439845,0.4474617646739927,0.08260918972053487
7528,Correct,0.6402305,0.67035437,0.7837070822715759,0.4696461320032908,0.4974117325194731,0.04308262830683382
7529,Correct,0.5746238,0.7633918,0.6699159145355225,0.4551590483475936,0.4810829618744354,0.06882681565403873
7530,Correct,0.45334342,0.8317233,0.3963949680328369,0.658055110985879,0.5028621738393407,0.22356032808995932
7531,Misclass_to_NORMAL,0.7046264,0.5726688,0.7145965099334717,0.6262082758274926,0.4555399757499164,0.1892364798006266
7532,Correct,0.14432201,0.9706617,0.48487213253974915,0.563128778148218,0.5574851830977549,0.12074592255036468
7533,Correct,0.43653125,0.8429192,0.6112383604049683,0.4613829222619259,0.4477576453406748,0.0918753755190059
7534,Correct,0.41504267,0.8548685,0.5210171937942505,0.3847415642966555,0.5256553504295843,0.16698924520128094
7535,Correct,0.6348134,0.69717824,0.5756657719612122,0.5047977063840424,0.44924151957964487,0.0721032776110914
7536,Correct,0.15432645,0.964254,0.5850664377212524,0.45927429982247,0.4257820851076955,0.11972369478020149
7537,Correct,0.32425892,0.91125154,0.7441587448120117,0.4799942242001221,0.4508747728828934,0.07501358549839202
7538,Correct,0.5014455,0.8127269,0.7127254605293274,0.3884648999492399,0.5362576333246935,0.16585954610839249
7539,Correct,0.34607464,0.8910115,0.799906849861145,0.5716569016058252,0.47727271750346795,0.10631313105561402
7540,Correct,0.5917468,0.7335124,0.6660553216934204,0.5939133812043123,0.49164482767389417,0.13333815713309818
7541,Correct,0.26296905,0.92767787,0.7939683198928833,0.5101468458149984,0.5165266168777248,0.02742581066865477
7542,Correct,0.49657276,0.8036725,0.4084736704826355,0.3367186775895869,0.47999628482739676,0.23264109210885298
7543,Correct,0.20217547,0.9583445,0.6430942416191101,0.38853553555938125,0.4916096406077593,0.15808051722944813
7544,Correct,0.6150518,0.71097875,0.44574975967407227,0.4146759945534712,0.531496308120373,0.12862506233742121
7545,Correct,0.33875316,0.9004446,0.6795449256896973,0.4301999920117701,0.4136453756228081,0.1570296931569495
7546,Misclass_to_NORMAL,0.08172222,0.9856128,0.0,0.49776785730391154,0.9203752792663668,0.5945088020867169
7547,Correct,0.4393017,0.84695977,0.7119972109794617,0.5092761270183599,0.4513770490341785,0.07000339839015568
7548,Correct,0.66555554,0.6851453,0.5928568840026855,0.46651849985034455,0.4673460943761132,0.06614058367999309
7549,Correct,0.3410384,0.89309686,0.67023104429245,0.3950367377915461,0.48294290941912477,0.15038770396894044
7550,Correct,0.56996894,0.7582886,0.8018225431442261,0.49142903717292613,0.47180434796846055,0.041676280958519725
7551,Correct,0.21904656,0.9428961,0.6865434646606445,0.5178015317654656,0.45579607224311436,0.06739260734431998
7552,Correct,0.2495196,0.93203706,0.7517728805541992,0.5516266497298424,0.4345522070517637,0.11788744262323322
7553,Correct,0.32229817,0.9055432,0.6384567022323608,0.4137131995123949,0.47160108066598505,0.12846719859736694
7554,Correct,0.24881957,0.9324401,0.6619001030921936,0.40293311819850447,0.5284618974189637,0.14305285140362017
7555,Correct,0.08161594,0.9860513,0.779671847820282,0.46489897053818147,0.5119660917901848,0.052445583646491746
7556,Correct,0.09728159,0.98335,0.6741518378257751,0.49134081681445085,0.5797542151621565,0.11345233615551911
7557,Correct,0.38431042,0.8730984,0.731082022190094,0.5282474471436334,0.4919756852133088,0.04152849378266135
7558,Correct,0.4681941,0.824382,0.6819771528244019,0.5564174675510067,0.4372153228879534,0.11937207650814192
7559,Misclass_to_CNV,0.40845716,0.87139666,0.1498510241508484,0.45948192873647636,0.6516921894486147,0.22204609628917327
7560,Correct,0.12582017,0.9768432,0.6590520143508911,0.5561729250912466,0.4434457482169925,0.1127278218368705
7561,Misclass_to_DME,0.10120216,0.9829262,0.0,0.0,0.0,1.0
7562,Correct,0.15325804,0.9653856,0.7273136377334595,0.5115533169607496,0.5092426853871622,0.020923975050721397
7563,Correct,0.308381,0.9088228,0.705963671207428,0.5467445539977492,0.5429122716583376,0.08973869162549065
7564,Misclass_to_NORMAL,0.34094948,0.8943094,0.9731049537658691,0.5524957557609053,0.5650523442803203,0.11821685048480975
7565,Correct,0.47484648,0.8198275,0.3856081962585449,0.6483560211122191,0.43523751739116995,0.22892657405337727
7566,Correct,0.6404107,0.6658616,0.6666415929794312,0.4807295719285699,0.5525010830943786,0.07909125266600611
7567,Correct,0.5754852,0.7425927,0.6404184103012085,0.5335272456167665,0.47001606364719467,0.06360994635834974
7568,Correct,0.44698045,0.8389287,0.7634310126304626,0.5612905614229561,0.4844065090141685,0.08943925179322959
7569,Correct,0.41556305,0.86016685,0.5066460371017456,0.4697884881383693,0.41945407492203507,0.12165838644031565
7570,Correct,0.1402321,0.9699528,0.6000682711601257,0.4330349440109354,0.5050475648555272,0.09497153925876224
7571,Correct,0.09818645,0.9815542,0.4080082178115845,0.6729122646410947,0.4066315129011088,0.27790763086481723
7572,Correct,0.19398709,0.9516656,0.6013088822364807,0.38682579337818407,0.4928928117317431,0.1603677846050006
7573,Misclass_to_DME,0.44386983,0.8651742,0.9741324782371521,0.5273858015795428,0.41584988424747804,0.1251497032303068
7574,Correct,0.2934606,0.9196352,0.7672731280326843,0.5258181840723418,0.42017202763229583,0.11865145427791658
7575,Correct,0.12434514,0.9779972,0.5507820248603821,0.5205623065387904,0.4159836839158653,0.12232374927661765
7576,Correct,0.05663299,0.99052763,0.6459216475486755,0.4930968280286638,0.48413226617857885,0.024471974170193728
7577,Misclass_to_NORMAL,0.69656,0.6427435,0.7444483041763306,0.43104192960827475,0.46653755967103777,0.10839695922782605
7578,Correct,0.19568947,0.95435655,0.8033682703971863,0.5538443468610167,0.4966286555715626,0.07629652222932096
7579,Correct,0.13528466,0.9749396,0.6180816292762756,0.410389573546127,0.40446276413578897,0.1852425003384422
7580,Correct,0.34584624,0.8940097,0.7034399509429932,0.5908248258199945,0.5415282260042131,0.1412355659194195
7581,Correct,0.08334662,0.9858549,0.6942490935325623,0.5669700250587878,0.5347964884811248,0.10673125003476457
7582,Correct,0.124472104,0.97444946,0.7520219683647156,0.44750913431690587,0.510868516292699,0.07580785746300041
7583,Correct,0.5080723,0.8102378,0.47084474563598633,0.4682409608819987,0.31700939868411104,0.26265641715232985
7584,Correct,0.6153709,0.70373017,0.7271515130996704,0.49914302534956795,0.4950313675853849,0.007130457716450878
7585,Correct,0.40989676,0.85847336,0.5470160245895386,0.37398584833487697,0.4257265625633923,0.20686280443100594
7586,Correct,0.5949567,0.7216053,0.635833203792572,0.5741342729408399,0.4740626365525142,0.1110732843403301
7587,Correct,0.49053445,0.8082607,0.6571933031082153,0.3877680276174295,0.5041867085007842,0.15883037589172042
7588,Correct,0.15116122,0.9654267,0.7079670429229736,0.47314696473697754,0.4705982593575698,0.056312482730596386
7589,Correct,0.074655905,0.9864086,0.5453218221664429,0.4655307311438763,0.5010776416880182,0.04877072497069313
7590,Correct,0.585208,0.7325129,0.5103020668029785,0.3456813767743126,0.4906287239538419,0.21864152528284722
7591,Correct,0.2230435,0.9417849,0.45350027084350586,0.3187796859878878,0.5247367297730728,0.258660812689184
7592,Correct,0.2923874,0.91869444,0.6559953689575195,0.410960391301031,0.48790522095751,0.12707742204933314
7593,Correct,0.15488084,0.96408796,0.5044367909431458,0.4040587583806747,0.4860899521495671,0.13710004576701712
7594,Misclass_to_CNV,0.6328497,0.72236824,0.45252805948257446,0.5431757172753388,0.4324555176716678,0.113370187044411
7595,Correct,0.28548592,0.92503875,0.7511390447616577,0.45567783768697895,0.49542486588636486,0.06301406072075552
7596,Correct,0.27776024,0.9341249,0.539617657661438,0.525304724880417,0.41146657791833646,0.1302190149460791
7597,Correct,0.18608941,0.9551381,0.5850997567176819,0.3856676277001024,0.48209417456209513,0.16366129622079323
7598,Correct,0.26018146,0.9307798,0.6988716721534729,0.5184022995336791,0.4486893294543569,0.07708994149655027
7599,Correct,0.12091634,0.9775382,0.7679055333137512,0.4928242449290337,0.5278327816176056,0.04064862097074938
