global_idx,label,pred,correct,loc_score
7466,2,2,1,0.4343280792236328
7467,2,2,1,0.647144079208374
7468,2,2,1,0.47951194643974304
7469,2,2,1,0.798488438129425
7470,2,2,1,0.7539784908294678
7471,2,2,1,0.7811729907989502
7472,2,2,1,0.6614783406257629
7473,2,2,1,0.6460518836975098
7474,2,2,1,0.7115755677223206
7475,2,2,1,0.48795491456985474
7476,2,2,1,0.5860239267349243
7477,2,2,1,0.5393180251121521
7478,2,2,1,0.6482475996017456
7479,2,2,1,0.555783748626709
7480,2,2,1,0.6041479110717773
7481,2,2,1,0.5045338869094849
7482,2,2,1,0.7235485911369324
7483,2,2,1,0.5886663794517517
7484,2,3,0,0.12422337383031845
7485,2,2,1,0.5137465596199036
7486,2,2,1,0.6295596957206726
7487,2,2,1,0.7875338792800903
7488,2,2,1,0.4766087234020233
7489,2,2,1,0.7878391742706299
7490,2,2,1,0.8545958995819092
7491,2,2,1,0.6811001300811768
7492,2,2,1,0.7033730149269104
7493,2,2,1,0.716985285282135
7494,2,2,1,0.7966057062149048
7495,2,2,1,0.6718541979789734
7496,2,2,1,0.5440208315849304
7497,2,2,1,0.6843993663787842
7498,2,2,1,0.7808442115783691
7499,2,2,1,0.7243861556053162
7500,2,2,1,0.6037236452102661
7501,2,2,1,0.7398061156272888
7502,2,2,1,0.6510798931121826
7503,2,2,1,0.5704749822616577
7504,2,2,1,0.731848955154419
7505,2,2,1,0.7157666087150574
7506,2,2,1,0.6706485748291016
7507,2,2,1,0.5254719853401184
7508,2,2,1,0.7330825328826904
7509,2,2,1,0.7681869864463806
7510,2,2,1,0.7365420460700989
7511,2,2,1,0.6163010597229004
7512,2,2,1,0.7281118035316467
7513,2,2,1,0.5634821057319641
7514,2,2,1,0.5664168000221252
7515,2,2,1,0.45428624749183655
7516,2,0,0,0.6480283737182617
7517,2,0,0,0.6234947443008423
7518,2,2,1,0.579037606716156
7519,2,2,1,0.7315647006034851
7520,2,2,1,0.7136510014533997
7521,2,2,1,0.6193773150444031
7522,2,2,1,0.7942892909049988
7523,2,2,1,0.37835970520973206
7524,2,2,1,0.7403488755226135
7525,2,2,1,0.713520348072052
7526,2,2,1,0.7339644432067871
7527,2,2,1,0.691002368927002
7528,2,2,1,0.7837070822715759
7529,2,2,1,0.6699159145355225
7530,2,2,1,0.3963949680328369
7531,2,3,0,0.7145965099334717
7532,2,2,1,0.48487213253974915
7533,2,2,1,0.6112383604049683
7534,2,2,1,0.5210171937942505
7535,2,2,1,0.5756657719612122
7536,2,2,1,0.5850664377212524
7537,2,2,1,0.7441587448120117
7538,2,2,1,0.7127254605293274
7539,2,2,1,0.799906849861145
7540,2,2,1,0.6660553216934204
7541,2,2,1,0.7939683198928833
7542,2,2,1,0.4084736704826355
7543,2,2,1,0.6430942416191101
7544,2,2,1,0.44574975967407227
7545,2,2,1,0.6795449256896973
7546,2,3,0,0.0
7547,2,2,1,0.7119972109794617
7548,2,2,1,0.5928568840026855
7549,2,2,1,0.67023104429245
7550,2,2,1,0.8018225431442261
7551,2,2,1,0.6865434646606445
7552,2,2,1,0.7517728805541992
7553,2,2,1,0.6384567022323608
7554,2,2,1,0.6619001030921936
7555,2,2,1,0.779671847820282
7556,2,2,1,0.6741518378257751
7557,2,2,1,0.731082022190094
7558,2,2,1,0.6819771528244019
7559,2,0,0,0.1498510241508484
7560,2,2,1,0.6590520143508911
7561,2,1,0,0.0
7562,2,2,1,0.7273136377334595
7563,2,2,1,0.705963671207428
7564,2,3,0,0.9731049537658691
7565,2,2,1,0.3856081962585449
7566,2,2,1,0.6666415929794312
7567,2,2,1,0.6404184103012085
7568,2,2,1,0.7634310126304626
7569,2,2,1,0.5066460371017456
7570,2,2,1,0.6000682711601257
7571,2,2,1,0.4080082178115845
7572,2,2,1,0.6013088822364807
7573,2,1,0,0.9741324782371521
7574,2,2,1,0.7672731280326843
7575,2,2,1,0.5507820248603821
7576,2,2,1,0.6459216475486755
7577,2,3,0,0.7444483041763306
7578,2,2,1,0.8033682703971863
7579,2,2,1,0.6180816292762756
7580,2,2,1,0.7034399509429932
7581,2,2,1,0.6942490935325623
7582,2,2,1,0.7520219683647156
7583,2,2,1,0.47084474563598633
7584,2,2,1,0.7271515130996704
7585,2,2,1,0.5470160245895386
7586,2,2,1,0.635833203792572
7587,2,2,1,0.6571933031082153
7588,2,2,1,0.7079670429229736
7589,2,2,1,0.5453218221664429
7590,2,2,1,0.5103020668029785
7591,2,2,1,0.45350027084350586
7592,2,2,1,0.6559953689575195
7593,2,2,1,0.5044367909431458
7594,2,0,0,0.45252805948257446
7595,2,2,1,0.7511390447616577
7596,2,2,1,0.539617657661438
7597,2,2,1,0.5850997567176819
7598,2,2,1,0.6988716721534729
7599,2,2,1,0.7679055333137512
7600,2,2,1,0.7503770589828491
7601,2,2,1,0.6864904761314392
7602,2,2,1,0.6689773201942444
7603,2,2,1,0.7618517875671387
7604,2,2,1,0.617332935333252
7605,2,2,1,0.6435722708702087
7606,2,2,1,0.6788685917854309
7607,2,2,1,0.7127152681350708
7608,2,2,1,0.7071278095245361
7609,2,2,1,0.6380327939987183
7610,2,2,1,0.7379167675971985
7611,2,2,1,0.7129375338554382
7612,2,2,1,0.7042161822319031
7613,2,2,1,0.702452540397644
7614,2,2,1,0.547484278678894
7615,2,2,1,0.6706676483154297
7616,2,2,1,0.7265217900276184
7617,2,2,1,0.6031380295753479
7618,2,2,1,0.6193874478340149
7619,2,2,1,0.652276337146759
7620,2,2,1,0.5466649532318115
7621,2,2,1,0.6010921597480774
7622,2,0,0,0.7883102297782898
7623,2,2,1,0.6929426193237305
7624,2,2,1,0.610364556312561
7625,2,2,1,0.6847992539405823
7626,2,2,1,0.5464443564414978
7627,2,2,1,0.5276790857315063
7628,2,2,1,0.5288176536560059
7629,2,2,1,0.4459725320339203
7630,2,2,1,0.6368070840835571
7631,2,2,1,0.6820993423461914
7632,2,2,1,0.5223703980445862
7633,2,2,1,0.507968544960022
7634,2,2,1,0.4875934422016144
7635,2,2,1,0.4094677269458771
7636,2,2,1,0.725985586643219
7637,2,2,1,0.4802209734916687
7638,2,2,1,0.6514983177185059
7639,2,2,1,0.7872639298439026
7640,2,2,1,0.6254559755325317
7641,2,0,0,0.2076076865196228
7642,2,2,1,0.7979604601860046
7643,2,2,1,0.7822225093841553
7644,2,2,1,0.7759352922439575
7645,2,2,1,0.6214248538017273
7646,2,2,1,0.4759325683116913
7647,2,2,1,0.7762197852134705
7648,2,2,1,0.6899573802947998
7649,2,2,1,0.8114160299301147
7650,2,2,1,0.49052125215530396
7651,2,2,1,0.7544026970863342
7652,2,2,1,0.8176418542861938
7653,2,2,1,0.3288170397281647
7654,2,2,1,0.5680719614028931
7655,2,2,1,0.6197266578674316
7656,2,2,1,0.7779161334037781
7657,2,2,1,0.7951532602310181
7658,2,2,1,0.6483293771743774
7659,2,2,1,0.7353953123092651
7660,2,2,1,0.6198684573173523
7661,2,2,1,0.6132335662841797
7662,2,2,1,0.5112025141716003
7663,2,2,1,0.6584442257881165
7664,2,2,1,0.7863436341285706
7665,2,2,1,0.5206567645072937
7666,2,2,1,0.46477243304252625
7667,2,2,1,0.5559009909629822
7668,2,2,1,0.6823383569717407
7669,2,2,1,0.7164027094841003
7670,2,2,1,0.7102089524269104
7671,2,2,1,0.6790774464607239
7672,2,2,1,0.7257217168807983
7673,2,2,1,0.7440245151519775
7674,2,2,1,0.5221973657608032
7675,2,2,1,0.5311681032180786
7676,2,2,1,0.6888129711151123
7677,2,2,1,0.5651219487190247
7678,2,2,1,0.5891405940055847
7679,2,2,1,0.6593457460403442
7680,2,2,1,0.7745073437690735
7681,2,2,1,0.7559364438056946
7682,2,2,1,0.7715513706207275
7683,2,2,1,0.6943199634552002
7684,2,2,1,0.3805414140224457
7685,2,2,1,0.620923638343811
7686,2,2,1,0.619546115398407
7687,2,2,1,0.20347318053245544
7688,2,2,1,0.6148881912231445
7689,2,0,0,0.4595920145511627
7690,2,2,1,0.6688286662101746
7691,2,2,1,0.5287325382232666
7692,2,3,0,0.7039127945899963
7693,2,2,1,0.6960180401802063
7694,2,2,1,0.5009130239486694
7695,2,2,1,0.8868643045425415
7696,2,2,1,0.6781976819038391
7697,2,2,1,0.7064058780670166
7698,2,2,1,0.8080078363418579
7699,2,2,1,0.5847498774528503
7700,2,2,1,0.776637077331543
7701,2,2,1,0.5210099816322327
7702,2,2,1,0.778564989566803
7703,2,2,1,0.7830234169960022
7704,2,2,1,0.6899426579475403
7705,2,2,1,0.5671147108078003
7706,2,2,1,0.5816171169281006
7707,2,0,0,0.6508681774139404
7708,2,2,1,0.7144074440002441
7709,2,2,1,0.7182930111885071
7710,2,2,1,0.7764225006103516
7711,2,2,1,0.5923543572425842
7712,2,3,0,0.39191094040870667
7713,2,2,1,0.41326627135276794
7714,2,2,1,0.4729308784008026
7715,2,2,1,0.7153636813163757
7716,2,2,1,0.7692054510116577
7717,2,2,1,0.5458465814590454
7718,2,2,1,0.6840510368347168
7719,2,2,1,0.652320921421051
7720,2,2,1,0.4513557553291321
7721,2,2,1,0.7370408773422241
7722,2,2,1,0.6769453883171082
7723,2,2,1,0.6814754605293274
7724,2,2,1,0.7826486229896545
7725,2,2,1,0.7611886262893677
7726,2,2,1,0.7222460508346558
7727,2,2,1,0.49794596433639526
7728,2,2,1,0.7340753078460693
7729,2,2,1,0.5956002473831177
7730,2,2,1,0.6017323732376099
7731,2,2,1,0.6298676133155823
7732,2,2,1,0.48074862360954285
7733,2,2,1,0.5219196677207947
7734,2,0,0,0.11255718022584915
7735,2,2,1,0.32595136761665344
7736,2,2,1,0.6698331236839294
7737,2,2,1,0.8257184624671936
7738,2,2,1,0.6298245787620544
7739,2,2,1,0.6603932976722717
7740,2,2,1,0.5418334603309631
7741,2,2,1,0.7703267931938171
7742,2,2,1,0.7516713738441467
7743,2,2,1,0.5579284429550171
7744,2,2,1,0.5216425657272339
7745,2,2,1,0.7666381001472473
7746,2,2,1,0.6647743582725525
7747,2,2,1,0.7365613579750061
7748,2,2,1,0.5178757905960083
7749,2,2,1,0.7731176614761353
7750,2,3,0,0.6613723039627075
7751,2,2,1,0.7888102531433105
7752,2,2,1,0.8146612048149109
7753,2,2,1,0.46023231744766235
7754,2,2,1,0.7919573783874512
7755,2,2,1,0.36934980750083923
7756,2,2,1,0.7980074286460876
7757,2,0,0,0.22689276933670044
7758,2,2,1,0.6248189806938171
7759,2,2,1,0.6995062828063965
7760,2,2,1,0.8036719560623169
7761,2,2,1,0.5645201802253723
7762,2,2,1,0.6180071830749512
7763,2,2,1,0.7748339176177979
7764,2,2,1,0.5604679584503174
7765,2,2,1,0.7459972500801086
7766,2,2,1,0.5675856471061707
7767,2,2,1,0.7207480072975159
7768,2,3,0,0.06182276830077171
7769,2,2,1,0.6884148120880127
7770,2,2,1,0.6692848801612854
7771,2,2,1,0.6589357256889343
7772,2,2,1,0.6180917024612427
7773,2,3,0,0.0
7774,2,2,1,0.3892282247543335
7775,2,2,1,0.7711120247840881
7776,2,2,1,0.5061964988708496
7777,2,2,1,0.7352749109268188
7778,2,2,1,0.5497969388961792
7779,2,2,1,0.5125521421432495
7780,2,2,1,0.6962644457817078
7781,2,2,1,0.8037158250808716
7782,2,2,1,0.6864904761314392
7783,2,2,1,0.5676396489143372
7784,2,2,1,0.7506067156791687
7785,2,2,1,0.6663312315940857
7786,2,2,1,0.703213632106781
7787,2,2,1,0.8176616430282593
7788,2,2,1,0.6870585083961487
7789,2,2,1,0.6456815004348755
7790,2,2,1,0.611439049243927
7791,2,2,1,0.5283368229866028
7792,2,2,1,0.789227306842804
7793,2,2,1,0.743594765663147
7794,2,2,1,0.589078426361084
7795,2,2,1,0.6833321452140808
7796,2,2,1,0.6180282831192017
7797,2,2,1,0.7698786854743958
7798,2,3,0,0.7201133966445923
7799,2,2,1,0.4255330562591553
7800,2,2,1,0.6512193083763123
7801,2,2,1,0.5158097147941589
7802,2,2,1,0.7592336535453796
7803,2,2,1,0.5744874477386475
7804,2,2,1,0.6415187120437622
7805,2,2,1,0.7833759188652039
7806,2,2,1,0.5364106893539429
7807,2,2,1,0.7526496648788452
7808,2,2,1,0.6737003922462463
7809,2,2,1,0.5545075535774231
7810,2,2,1,0.7355049252510071
7811,2,2,1,0.6608022451400757
7812,2,2,1,0.8429312705993652
7813,2,2,1,0.6022754907608032
7814,2,2,1,0.6573755145072937
7815,2,2,1,0.7282535433769226
7816,2,2,1,0.6405125260353088
7817,2,2,1,0.6840074062347412
7818,2,2,1,0.7899554967880249
7819,2,2,1,0.5701186060905457
7820,2,3,0,0.5998618602752686
7821,2,2,1,0.4005747139453888
7822,2,2,1,0.758209764957428
7823,2,2,1,0.3911750614643097
7824,2,2,1,0.7330833673477173
7825,2,2,1,0.6117183566093445
7826,2,2,1,0.6466976404190063
7827,2,2,1,0.5339438319206238
7828,2,2,1,0.6020598411560059
7829,2,2,1,0.6653997302055359
7830,2,2,1,0.6148980855941772
7831,2,2,1,0.7107431888580322
7832,2,2,1,0.5071878433227539
7833,2,2,1,0.6584723591804504
7834,2,2,1,0.5075459480285645
7835,2,2,1,0.7353953123092651
7836,2,2,1,0.7807820439338684
7837,2,2,1,0.5593230128288269
7838,2,0,0,0.6348013281822205
7839,2,2,1,0.3247462809085846
7840,2,2,1,0.795885443687439
7841,2,2,1,0.6698892712593079
7842,2,2,1,0.7347745299339294
7843,2,2,1,0.6884059906005859
7844,2,2,1,0.6502535343170166
7845,2,2,1,0.6392165422439575
7846,2,2,1,0.5956514477729797
7847,2,2,1,0.4981963038444519
7848,2,2,1,0.5532666444778442
7849,2,2,1,0.6780506372451782
7850,2,2,1,0.6127219796180725
7851,2,0,0,0.5214899778366089
7852,2,2,1,0.6691219806671143
7853,2,2,1,0.5907978415489197
7854,2,2,1,0.7848691344261169
7855,2,2,1,0.5287461876869202
7856,2,2,1,0.690559446811676
7857,2,2,1,0.7662941813468933
7858,2,3,0,0.24738933145999908
7859,2,2,1,0.6627870202064514
7860,2,2,1,0.694990336894989
7861,2,2,1,0.5163177251815796
7862,2,2,1,0.6339115500450134
7863,2,2,1,0.6276547312736511
7864,2,2,1,0.6751388311386108
7865,2,2,1,0.4236660599708557
7866,2,2,1,0.5003021359443665
7867,2,2,1,0.7375515699386597
7868,2,2,1,0.6685421466827393
7869,2,2,1,0.7014426589012146
7870,2,2,1,0.6601210236549377
7871,2,2,1,0.7818520069122314
7872,2,0,0,0.6959328651428223
7873,2,2,1,0.5754833221435547
7874,2,2,1,0.7561755776405334
7875,2,2,1,0.5029322504997253
7876,2,2,1,0.7350803017616272
7877,2,2,1,0.6091541051864624
7878,2,2,1,0.6926575303077698
7879,2,2,1,0.5738149881362915
7880,2,2,1,0.6565160751342773
7881,2,2,1,0.5507463216781616
7882,2,2,1,0.5517144799232483
7883,2,2,1,0.6988547444343567
7884,2,2,1,0.5069026947021484
7885,2,2,1,0.7703580856323242
7886,2,2,1,0.5940998792648315
7887,2,2,1,0.2593466341495514
7888,2,2,1,0.6205381751060486
7889,2,3,0,0.7936623692512512
7890,2,2,1,0.44665616750717163
7891,2,2,1,0.6366777420043945
7892,2,2,1,0.43674781918525696
7893,2,2,1,0.670566201210022
7894,2,2,1,0.7333224415779114
7895,2,2,1,0.5010469555854797
7896,2,2,1,0.8051368594169617
7897,2,2,1,0.6459128260612488
7898,2,2,1,0.5630794763565063
7899,2,2,1,0.5662963390350342
7900,2,2,1,0.6467780470848083
7901,2,2,1,0.6057347059249878
7902,2,2,1,0.7221400141716003
7903,2,2,1,0.5854827761650085
7904,2,2,1,0.45688843727111816
7905,2,2,1,0.548040509223938
7906,2,2,1,0.549496591091156
7907,2,2,1,0.7058627605438232
7908,2,2,1,0.5618253946304321
7909,2,2,1,0.7299099564552307
7910,2,2,1,0.5899906158447266
7911,2,2,1,0.5535198450088501
7912,2,2,1,0.7149590849876404
7913,2,3,0,0.8730278611183167
7914,2,2,1,0.6837589740753174
7915,2,2,1,0.5364760160446167
7916,2,2,1,0.5441903471946716
7917,2,2,1,0.6317336559295654
7918,2,2,1,0.5437189936637878
7919,2,0,0,0.30174964666366577
7920,2,2,1,0.7385265827178955
7921,2,2,1,0.37133142352104187
7922,2,3,0,0.9062310457229614
7923,2,2,1,0.5984798073768616
7924,2,2,1,0.4866347014904022
7925,2,2,1,0.7501009106636047
7926,2,2,1,0.861703634262085
7927,2,2,1,0.5675943493843079
7928,2,2,1,0.5477468967437744
7929,2,2,1,0.20114898681640625
7930,2,2,1,0.756374716758728
7931,2,2,1,0.4973304271697998
7932,2,2,1,0.5297918319702148
7933,2,2,1,0.6495783925056458
7934,2,2,1,0.689878523349762
7935,2,0,0,0.45743685960769653
7936,2,2,1,0.7263059616088867
7937,2,2,1,0.4194808602333069
7938,2,3,0,0.8441287279129028
7939,2,2,1,0.6678552627563477
7940,2,2,1,0.23788031935691833
7941,2,2,1,0.8215140700340271
7942,2,2,1,0.6679093837738037
7943,2,2,1,0.7223805785179138
7944,2,2,1,0.6358090043067932
7945,2,2,1,0.8608638048171997
7946,2,2,1,0.4152904450893402
7947,2,2,1,0.6328606009483337
7948,2,2,1,0.606673538684845
7949,2,2,1,0.5648386478424072
7950,2,3,0,0.36427414417266846
7951,2,2,1,0.46434280276298523
7952,2,2,1,0.6678956747055054
7953,2,2,1,0.7789369225502014
7954,2,2,1,0.5552829504013062
7955,2,2,1,0.7250407934188843
7956,2,2,1,0.6681467294692993
7957,2,2,1,0.41389888525009155
7958,2,2,1,0.6761699914932251
7959,2,2,1,0.4791901707649231
7960,2,2,1,0.6709757447242737
7961,2,2,1,0.5690014362335205
7962,2,2,1,0.6330164670944214
7963,2,2,1,0.49798616766929626
7964,2,2,1,0.785912036895752
7965,2,2,1,0.792256236076355
7966,2,2,1,0.4275735318660736
7967,2,2,1,0.7642109394073486
7968,2,2,1,0.5266585350036621
7969,2,2,1,0.5362204313278198
7970,2,2,1,0.7499479651451111
7971,2,2,1,0.801338255405426
7972,2,2,1,0.5490683913230896
7973,2,2,1,0.6692849397659302
7974,2,2,1,0.7788320779800415
7975,2,2,1,0.5498971343040466
7976,2,2,1,0.5138989686965942
7977,2,2,1,0.6166868209838867
7978,2,2,1,0.7047412395477295
7979,2,2,1,0.7642602920532227
7980,2,3,0,0.751872718334198
7981,2,2,1,0.7843999266624451
7982,2,0,0,0.7636814117431641
7983,2,2,1,0.6003507375717163
7984,2,2,1,0.4644145667552948
7985,2,2,1,0.7106969952583313
7986,2,2,1,0.41888687014579773
7987,2,2,1,0.6566436290740967
7988,2,0,0,0.23319120705127716
7989,2,2,1,0.5334702730178833
7990,2,2,1,0.6631394028663635
7991,2,2,1,0.6466172933578491
7992,2,2,1,0.8285713791847229
7993,2,2,1,0.6224678754806519
7994,2,3,0,0.15153400599956512
7995,2,2,1,0.5988927483558655
7996,2,2,1,0.7396592497825623
7997,2,2,1,0.6121606230735779
7998,2,2,1,0.44898098707199097
7999,2,2,1,0.7312982082366943
8000,2,2,1,0.8299383521080017
8001,2,2,1,0.6520774364471436
8002,2,2,1,0.7327297329902649
8003,2,2,1,0.7486636638641357
8004,2,2,1,0.7554596662521362
8005,2,2,1,0.663786768913269
8006,2,2,1,0.6682526469230652
8007,2,3,0,0.6664465069770813
8008,2,2,1,0.5448563098907471
8009,2,2,1,0.5512279272079468
8010,2,2,1,0.6118588447570801
8011,2,2,1,0.6657930612564087
8012,2,2,1,0.8103452920913696
8013,2,2,1,0.553193986415863
8014,2,2,1,0.7652957439422607
8015,2,2,1,0.6945596933364868
8016,2,2,1,0.7142223119735718
8017,2,2,1,0.7118331789970398
8018,2,0,0,0.3370029032230377
8019,2,0,0,0.34429940581321716
8020,2,2,1,0.6774189472198486
8021,2,2,1,0.6256647109985352
8022,2,2,1,0.5430170893669128
8023,2,2,1,0.7742581367492676
8024,2,2,1,0.5539813041687012
8025,2,2,1,0.5882372260093689
8026,2,2,1,0.41445422172546387
8027,2,2,1,0.7017161846160889
8028,2,2,1,0.7604222893714905
8029,2,2,1,0.6922507882118225
8030,2,2,1,0.6003506183624268
8031,2,2,1,0.6550093293190002
8032,2,2,1,0.7149590849876404
8033,2,2,1,0.6298245787620544
8034,2,2,1,0.5318395495414734
8035,2,2,1,0.6762737035751343
8036,2,2,1,0.6813463568687439
8037,2,2,1,0.20345818996429443
8038,2,2,1,0.6069273352622986
8039,2,2,1,0.7694005370140076
8040,2,2,1,0.5210156440734863
8041,2,2,1,0.5329717397689819
8042,2,2,1,0.5465750098228455
8043,2,2,1,0.7283865213394165
8044,2,2,1,0.5905573964118958
8045,2,2,1,0.691261351108551
8046,2,3,0,0.6952577233314514
8047,2,1,0,0.24426645040512085
8048,2,2,1,0.691421389579773
8049,2,2,1,0.4487210810184479
8050,2,2,1,0.7338215112686157
8051,2,2,1,0.7403374910354614
8052,2,2,1,0.6553131341934204
8053,2,2,1,0.46170881390571594
8054,2,3,0,0.7147788405418396
8055,2,2,1,0.5061704516410828
8056,2,0,0,0.7144712209701538
8057,2,2,1,0.6332993507385254
8058,2,2,1,0.7080302238464355
8059,2,2,1,0.7562813758850098
8060,2,0,0,0.619270384311676
8061,2,2,1,0.7556095719337463
8062,2,2,1,0.7083669304847717
8063,2,2,1,0.697972297668457
8064,2,2,1,0.8076383471488953
8065,2,2,1,0.7946650385856628
8066,2,2,1,0.7636500000953674
8067,2,2,1,0.4790234863758087
8068,2,2,1,0.6937808990478516
8069,2,2,1,0.5934009552001953
8070,2,2,1,0.5184957385063171
8071,2,2,1,0.6444571018218994
8072,2,2,1,0.6716349720954895
8073,2,2,1,0.605697512626648
8074,2,2,1,0.6193874478340149
8075,2,2,1,0.5714974999427795
8076,2,3,0,0.6334652900695801
8077,2,2,1,0.44582003355026245
8078,2,2,1,0.5540032386779785
8079,2,2,1,0.745094895362854
8080,2,2,1,0.6840177178382874
8081,2,2,1,0.5559605360031128
8082,2,2,1,0.3141131103038788
8083,2,2,1,0.49807533621788025
8084,2,2,1,0.6737780570983887
8085,2,2,1,0.5614690184593201
8086,2,2,1,0.5473337769508362
8087,2,2,1,0.6444020867347717
8088,2,0,0,0.5966070294380188
8089,2,2,1,0.7027509212493896
8090,2,2,1,0.47223350405693054
8091,2,2,1,0.38959890604019165
8092,2,2,1,0.4844580590724945
8093,2,2,1,0.6124023199081421
8094,2,2,1,0.719832718372345
8095,2,2,1,0.7155450582504272
8096,2,2,1,0.587103545665741
8097,2,2,1,0.649531364440918
8098,2,2,1,0.6410990357398987
8099,2,2,1,0.7991630434989929
8100,2,2,1,0.7117955088615417
8101,2,2,1,0.2890404164791107
8102,2,3,0,0.8144030570983887
8103,2,2,1,0.7253556251525879
8104,2,2,1,0.613667368888855
8105,2,2,1,0.593403160572052
8106,2,2,1,0.7239949107170105
8107,2,2,1,0.7408053874969482
8108,2,2,1,0.6404989957809448
8109,2,2,1,0.408269464969635
8110,2,2,1,0.7224287986755371
8111,2,3,0,0.8087853789329529
8112,2,2,1,0.43753182888031006
8113,2,2,1,0.7020168304443359
8114,2,2,1,0.8320856094360352
8115,2,2,1,0.5130801200866699
8116,2,2,1,0.5163846611976624
8117,2,2,1,0.5895592570304871
8118,2,2,1,0.30695638060569763
8119,2,2,1,0.6376973986625671
8120,2,1,0,0.33306458592414856
8121,2,2,1,0.7279735803604126
8122,2,0,0,0.7482894659042358
8123,2,2,1,0.5319825410842896
8124,2,2,1,0.7117866277694702
8125,2,2,1,0.4573734700679779
8126,2,2,1,0.7470663189888
8127,2,2,1,0.6279433965682983
