global_idx,entropy,correct,true_cls_nm,set_size,is_multi,loc_score
628,0.09883146,1,CNV,1,0,0.7042495608329773
631,0.05901898,1,CNV,1,0,0.5937729477882385
632,0.09112157,1,CNV,1,0,0.5926343202590942
636,0.19124368,1,CNV,1,0,0.6270037889480591
637,0.05396665,1,CNV,1,0,0.6603965759277344
639,0.058727767,1,CNV,1,0,0.2807810604572296
644,0.044970367,1,CNV,1,0,0.5013008117675781
645,0.014352413,1,CNV,1,0,0.5949289798736572
648,0.026354017,1,CNV,1,0,0.1911569982767105
649,0.20166466,1,CNV,1,0,0.5911217331886292
652,0.18844675,1,CNV,1,0,0.588527262210846
653,0.02923124,1,CNV,1,0,0.5554443597793579
656,0.18958606,1,CNV,1,0,0.7363147735595703
659,0.054750614,1,CNV,1,0,0.5712372660636902
664,0.22217475,1,CNV,1,0,0.7153300046920776
671,0.56206626,1,CNV,2,1,0.534001350402832
674,0.04883259,1,CNV,1,0,0.4756257236003876
675,0.13007264,1,CNV,1,0,0.6868024468421936
679,0.06205441,1,CNV,1,0,0.6676037907600403
680,0.45224243,1,CNV,1,0,0.6263978481292725
682,0.04949659,1,CNV,1,0,0.4629869759082794
684,0.18418406,1,CNV,1,0,0.6068207621574402
687,0.033985127,1,CNV,1,0,0.4606744349002838
688,0.31810308,1,CNV,1,0,0.2331584095954895
690,0.04779866,1,CNV,1,0,0.5798220634460449
695,0.66134876,0,CNV,2,1,0.5311049818992615
699,0.34205383,1,CNV,1,0,0.41909581422805786
700,0.30151242,1,CNV,1,0,0.6221711039543152
708,0.154864,1,CNV,1,0,0.5497427582740784
709,0.12589036,1,CNV,1,0,0.7211335897445679
712,0.061170563,1,CNV,1,0,0.6304042935371399
715,0.3681162,1,CNV,1,0,0.49697059392929077
720,0.11431529,1,CNV,1,0,0.5155172944068909
721,0.04604458,1,CNV,1,0,0.6355088949203491
722,0.11560488,1,CNV,1,0,0.3330843448638916
725,0.21197613,1,CNV,1,0,0.7410653829574585
727,0.04481249,1,CNV,1,0,0.4997299313545227
730,0.198063,1,CNV,1,0,0.7473899722099304
731,0.12313377,1,CNV,1,0,0.477670282125473
733,0.13535945,1,CNV,1,0,0.4380542039871216
734,0.023548806,1,CNV,1,0,0.14519505202770233
735,0.20377538,1,CNV,1,0,0.7088399529457092
738,0.033029653,1,CNV,1,0,0.818559467792511
739,0.08846964,1,CNV,1,0,0.758287787437439
740,0.08514895,1,CNV,1,0,0.5842525362968445
744,0.05661432,1,CNV,1,0,0.6157591342926025
745,0.029215908,1,CNV,1,0,0.5021747350692749
749,0.01675718,1,CNV,1,0,0.544564425945282
750,0.085844286,1,CNV,1,0,0.6945754885673523
751,0.032531295,1,CNV,1,0,0.48277732729911804
753,0.045555934,1,CNV,1,0,0.45415034890174866
756,0.0924879,1,CNV,1,0,0.38554075360298157
759,0.03870029,1,CNV,1,0,0.5657917261123657
769,0.054258812,1,CNV,1,0,0.5046929121017456
773,0.11376487,1,CNV,1,0,0.6118261218070984
774,0.044317123,1,CNV,1,0,0.6993739008903503
777,0.7041286,0,CNV,2,1,0.48262476921081543
778,0.6313193,0,CNV,2,1,0.6170077323913574
779,0.12610814,1,CNV,1,0,0.7667309641838074
782,0.19755386,1,CNV,1,0,0.20320340991020203
783,0.15812194,1,CNV,1,0,0.47075507044792175
784,0.17795601,1,CNV,1,0,0.6536465287208557
787,0.15728292,1,CNV,1,0,0.5223459601402283
789,0.19321777,1,CNV,1,0,0.6046169996261597
790,0.22270527,1,CNV,1,0,0.4855083227157593
793,0.44675192,1,CNV,1,0,0.7343891263008118
794,0.16271752,1,CNV,1,0,0.2642819285392761
796,0.21219055,1,CNV,1,0,0.6702190041542053
802,0.11962781,1,CNV,1,0,0.7244096994400024
804,0.04641414,1,CNV,1,0,0.5889428853988647
807,0.15252115,1,CNV,1,0,0.5580598711967468
810,0.03914272,1,CNV,1,0,0.584050714969635
811,0.07504952,1,CNV,1,0,0.5168852806091309
813,0.114893615,1,CNV,1,0,0.7169840335845947
820,0.057146035,1,CNV,1,0,0.6274089217185974
822,0.059760127,1,CNV,1,0,0.5610334277153015
830,0.061356463,1,CNV,1,0,0.5392736196517944
831,0.2881295,1,CNV,1,0,0.5898448824882507
832,0.035582647,1,CNV,1,0,0.3342231512069702
833,0.061362274,1,CNV,1,0,0.2355017364025116
834,0.09890899,1,CNV,1,0,0.6235136985778809
836,0.027691437,1,CNV,1,0,0.5762254595756531
837,0.056250226,1,CNV,1,0,0.5642858743667603
839,0.10059615,1,CNV,1,0,0.5800310969352722
840,0.13782896,1,CNV,1,0,0.6113057732582092
842,0.18699162,1,CNV,1,0,0.6627022624015808
845,0.17158493,1,CNV,1,0,0.6321169137954712
847,0.67881185,1,CNV,2,1,0.6309336423873901
849,0.12609565,1,CNV,1,0,0.7828493118286133
850,0.09531025,1,CNV,1,0,0.42498162388801575
851,0.06377999,1,CNV,1,0,0.7665403485298157
854,0.015474536,1,CNV,1,0,0.27206236124038696
855,0.20182925,1,CNV,1,0,0.5032626986503601
858,0.08360227,1,CNV,1,0,0.625602662563324
860,0.02953102,1,CNV,1,0,0.5770015716552734
861,0.19609466,1,CNV,1,0,0.6582176089286804
862,0.17003733,1,CNV,1,0,0.6776652932167053
863,0.15321301,1,CNV,1,0,0.524772047996521
864,0.36389935,1,CNV,1,0,0.7312904000282288
865,0.09314378,1,CNV,1,0,0.3213501572608948
866,0.07469517,1,CNV,1,0,0.5947445034980774
872,0.02198223,1,CNV,1,0,0.5377612709999084
873,0.23527321,1,CNV,1,0,0.5548726320266724
874,0.04162067,1,CNV,1,0,0.6841491460800171
877,0.28014112,1,CNV,1,0,0.5397438406944275
878,0.031831045,1,CNV,1,0,0.6117411851882935
879,0.3521236,1,CNV,1,0,0.5050825476646423
889,0.665568,1,CNV,2,1,0.6143601536750793
890,0.0104103945,1,CNV,1,0,0.5850847363471985
893,0.118165046,1,CNV,1,0,0.3350260257720947
897,0.11786868,1,CNV,1,0,0.4398294687271118
898,0.03584467,1,CNV,1,0,0.5169751644134521
899,0.05723685,1,CNV,1,0,0.5563858151435852
901,0.013837444,1,CNV,1,0,0.5528262853622437
904,0.13141821,1,CNV,1,0,0.3507043719291687
907,0.3875808,1,CNV,1,0,0.6118399500846863
914,0.043365847,1,CNV,1,0,0.7787632346153259
917,0.24320784,1,CNV,1,0,0.5009863376617432
920,0.025355317,1,CNV,1,0,0.6929004788398743
922,0.044881538,1,CNV,1,0,0.5239819884300232
924,0.089359075,1,CNV,1,0,0.5647168755531311
925,0.16547677,1,CNV,1,0,0.5971200466156006
926,0.58489174,0,CNV,2,1,0.6304821372032166
927,0.013300096,1,CNV,1,0,0.5869319438934326
928,0.07047464,1,CNV,1,0,0.6048299670219421
940,0.04564045,1,CNV,1,0,0.7247093319892883
943,0.047829382,1,CNV,1,0,0.5951159596443176
949,0.030082352,1,CNV,1,0,0.557750940322876
952,0.35100788,1,CNV,1,0,0.6200610399246216
954,0.053774178,1,CNV,1,0,0.7103093266487122
955,0.16013592,1,CNV,1,0,0.529124915599823
956,0.48508587,1,CNV,1,0,0.4930810332298279
958,0.07659088,1,CNV,1,0,0.6081914305686951
959,0.18257073,1,CNV,1,0,0.4620968699455261
967,0.019245354,1,CNV,1,0,0.5801762342453003
968,0.040145904,1,CNV,1,0,0.44238775968551636
972,0.16724883,1,CNV,1,0,0.4540737569332123
973,0.11494669,1,CNV,1,0,0.5977362394332886
977,0.026311327,1,CNV,1,0,0.3823651671409607
978,0.029735243,1,CNV,1,0,0.6840777397155762
983,0.08330642,1,CNV,1,0,0.487333744764328
984,0.07516841,1,CNV,1,0,0.6455681920051575
986,0.042293776,1,CNV,1,0,0.3899523913860321
989,0.071883775,1,CNV,1,0,0.6514009833335876
995,0.061591823,1,CNV,1,0,0.776910126209259
996,0.017771663,1,CNV,1,0,0.6908838152885437
1000,0.03043805,1,CNV,1,0,0.500867486000061
1001,0.035328615,1,CNV,1,0,0.6570592522621155
1002,0.041266587,1,CNV,1,0,0.4346603453159332
1003,0.050011672,1,CNV,1,0,0.5364648103713989
1004,0.07554702,1,CNV,1,0,0.5856522917747498
1005,0.28208593,1,CNV,1,0,0.5696976184844971
1006,0.19680122,1,CNV,1,0,0.4426588714122772
1009,0.13260415,1,CNV,1,0,0.38258641958236694
1011,0.9024268,1,CNV,2,1,0.1788821965456009
1016,0.10387903,1,CNV,1,0,0.7342734336853027
1019,0.08877247,1,CNV,1,0,0.6449512243270874
1024,0.035965342,1,CNV,1,0,0.6483716368675232
1027,0.10055326,1,CNV,1,0,0.5983650088310242
1028,0.16741583,1,CNV,1,0,0.6594669818878174
1032,0.17292657,1,CNV,1,0,0.544701337814331
1035,0.15704973,1,CNV,1,0,0.520685613155365
1036,0.09902963,1,CNV,1,0,0.6837875843048096
1041,0.23792611,1,CNV,1,0,0.5092362761497498
1044,0.089032724,1,CNV,1,0,0.40867048501968384
1045,0.062426195,1,CNV,1,0,0.46445432305336
1046,0.057439033,1,CNV,1,0,0.7128928303718567
1048,0.11017571,1,CNV,1,0,0.5654163360595703
1050,0.043218397,1,CNV,1,0,0.6663069725036621
1051,0.036004454,1,CNV,1,0,0.7343233227729797
1052,0.03000154,1,CNV,1,0,0.595012366771698
1056,0.10848194,1,CNV,1,0,0.7893790006637573
1059,0.05701372,1,CNV,1,0,0.5696779489517212
1060,0.20752177,1,CNV,1,0,0.6141429543495178
1064,0.103775665,1,CNV,1,0,0.6434100866317749
1065,0.04446163,1,CNV,1,0,0.6534802317619324
1067,0.11076976,1,CNV,1,0,0.4349963665008545
1071,0.08764325,1,CNV,1,0,0.5747453570365906
1073,0.4128635,1,CNV,1,0,0.23843540251255035
1078,0.1446942,1,CNV,1,0,0.6120944023132324
1079,0.15990841,0,CNV,1,0,0.4819146394729614
1080,0.020508178,1,CNV,1,0,0.7036008238792419
1083,0.049680796,1,CNV,1,0,0.3878730237483978
1084,0.034804426,1,CNV,1,0,0.47458064556121826
1086,0.19084041,1,CNV,1,0,0.6995115876197815
1088,0.080088586,1,CNV,1,0,0.6598409414291382
1089,0.20926093,1,CNV,1,0,0.6429936289787292
1092,0.17971526,1,CNV,1,0,0.6629502773284912
1096,0.19365664,1,CNV,1,0,0.4246976375579834
1104,0.046075,1,CNV,1,0,0.5951159596443176
1106,0.11236737,1,CNV,1,0,0.7951509952545166
1107,0.042049922,1,CNV,1,0,0.27605125308036804
1109,0.417341,1,CNV,1,0,0.45555755496025085
1111,0.068383105,1,CNV,1,0,0.2404949814081192
1112,0.65000653,0,CNV,2,1,0.5466227531433105
1115,0.10053129,1,CNV,1,0,0.5669743418693542
1116,0.33938938,1,CNV,1,0,0.5271728038787842
1117,0.061486095,1,CNV,1,0,0.5433500409126282
1118,0.052448478,1,CNV,1,0,0.4484417140483856
1119,0.06027925,1,CNV,1,0,0.3620252013206482
1123,0.089545,1,CNV,1,0,0.6757297515869141
1125,0.13743176,1,CNV,1,0,0.47083038091659546
1127,0.046927117,1,CNV,1,0,0.2602120637893677
1130,0.031311303,1,CNV,1,0,0.6917576789855957
1134,0.2710465,1,CNV,1,0,0.6210094094276428
1137,0.057835106,1,CNV,1,0,0.7365391850471497
1138,0.63791996,1,CNV,2,1,0.4803532361984253
1139,0.22114703,0,CNV,1,0,0.19808603823184967
1142,0.18336153,1,CNV,1,0,0.44050225615501404
1143,0.03274544,1,CNV,1,0,0.6465757489204407
1144,0.025033891,1,CNV,1,0,0.6456034779548645
1145,0.24457614,1,CNV,1,0,0.7109431028366089
1150,0.14901371,1,CNV,1,0,0.5986514091491699
1151,0.45725363,1,CNV,1,0,0.6155134439468384
1154,0.53291756,1,CNV,1,0,0.5309135317802429
1155,0.075094104,1,CNV,1,0,0.6935040354728699
1157,0.0776112,1,CNV,1,0,0.7581724524497986
1158,0.09070952,1,CNV,1,0,0.7079347968101501
1161,0.08937943,1,CNV,1,0,0.7095577716827393
1162,0.24666843,1,CNV,1,0,0.7271840572357178
1163,0.14315084,1,CNV,1,0,0.5363122820854187
1165,0.21379033,1,CNV,1,0,0.5957256555557251
1166,0.4983412,1,CNV,1,0,0.42101553082466125
1168,0.08231421,1,CNV,1,0,0.6810945868492126
1173,0.25063062,1,CNV,1,0,0.7199111580848694
1176,0.06527311,1,CNV,1,0,0.7221159338951111
1179,0.43137696,1,CNV,1,0,0.6938649415969849
1181,0.05674161,1,CNV,1,0,0.7531580328941345
1185,0.1638301,1,CNV,1,0,0.7738019227981567
1190,0.038761806,1,CNV,1,0,0.5323848128318787
1192,0.050705183,1,CNV,1,0,0.48891618847846985
1197,0.46682715,1,CNV,1,0,0.5280871391296387
1205,0.14844227,1,CNV,1,0,0.6347240805625916
1206,0.020670464,1,CNV,1,0,0.4649631679058075
1210,0.1499353,1,CNV,1,0,0.6467897295951843
1211,0.034149177,1,CNV,1,0,0.6059799194335938
1212,0.6941336,1,CNV,2,1,0.5992782711982727
1213,0.028572127,1,CNV,1,0,0.2906746566295624
1216,0.20180474,1,CNV,1,0,0.5316954255104065
1217,0.053109456,1,CNV,1,0,0.32159224152565
1218,0.21662346,1,CNV,1,0,0.619810163974762
1220,0.11940105,1,CNV,1,0,0.4513266682624817
1227,0.14303471,1,CNV,1,0,0.7607834935188293
1228,0.121484384,1,CNV,1,0,0.8207437992095947
1230,0.020361284,1,CNV,1,0,0.4872646927833557
1231,0.065569736,1,CNV,1,0,0.7546854019165039
1232,0.12200197,1,CNV,1,0,0.22306941449642181
1236,0.24494912,1,CNV,1,0,0.48457199335098267
1244,0.06423189,1,CNV,1,0,0.360556960105896
1245,0.32430935,1,CNV,1,0,0.5141635537147522
1246,0.036766317,1,CNV,1,0,0.7160618305206299
1248,0.092068024,1,CNV,1,0,0.5808622241020203
1250,0.029032273,1,CNV,1,0,0.5242908000946045
1254,0.19472925,1,CNV,1,0,0.6299201250076294
1258,0.08863204,1,CNV,1,0,0.6468974947929382
1263,0.041957207,1,CNV,1,0,0.5714974999427795
1265,0.12844586,1,CNV,1,0,0.5832739472389221
1268,0.047483813,1,CNV,1,0,0.471463680267334
1271,0.04479883,1,CNV,1,0,0.6248255968093872
1273,0.026783332,1,CNV,1,0,0.5696184635162354
1275,0.042790003,1,CNV,1,0,0.6503006815910339
1277,0.11192995,1,CNV,1,0,0.13546410202980042
1279,0.16546005,1,CNV,1,0,0.6612836122512817
1280,0.040286366,1,CNV,1,0,0.4508683979511261
1281,0.5273869,1,CNV,1,0,0.5666176676750183
1283,0.03735504,1,CNV,1,0,0.4215618968009949
1284,0.05321454,1,CNV,1,0,0.505325198173523
1288,0.023961037,1,CNV,1,0,0.6148683428764343
1292,0.044841047,1,CNV,1,0,0.5953369736671448
1293,0.059369653,1,CNV,1,0,0.5812338590621948
1294,0.3337528,1,CNV,1,0,0.5624392032623291
