global_idx,label,cls,pred,correct,loc_score
88,0,CNV,0,1,0.49929139018058777
89,0,CNV,0,1,0.7221568822860718
90,0,CNV,0,1,0.6885915994644165
91,0,CNV,0,1,0.5656697154045105
92,0,CNV,0,1,0.6527225375175476
93,0,CNV,0,1,0.46260008215904236
94,0,CNV,0,1,0.38497310876846313
95,0,CNV,0,1,0.8254567384719849
96,0,CNV,0,1,0.4326125979423523
97,0,CNV,0,1,0.6555619239807129
98,0,CNV,0,1,0.6944425106048584
99,0,CNV,0,1,0.7160025238990784
100,0,CNV,0,1,0.35640576481819153
101,0,CNV,0,1,0.7817851901054382
102,0,CNV,0,1,0.5351329445838928
103,0,CNV,0,1,0.09794140607118607
104,0,CNV,0,1,0.7488389015197754
105,0,CNV,0,1,0.7707149386405945
106,0,CNV,0,1,0.5584120750427246
107,0,CNV,0,1,0.6834661960601807
108,0,CNV,0,1,0.5545068979263306
109,0,CNV,0,1,0.6547559499740601
110,0,CNV,0,1,0.44728565216064453
111,0,CNV,0,1,0.6107032299041748
112,0,CNV,0,1,0.4829139709472656
113,0,CNV,0,1,0.6115844249725342
114,0,CNV,0,1,0.6057928204536438
115,0,CNV,0,1,0.5874669551849365
116,0,CNV,0,1,0.3435766398906708
117,0,CNV,0,1,0.2998540997505188
118,0,CNV,0,1,0.4504925310611725
119,0,CNV,0,1,0.6376755833625793
120,0,CNV,0,1,0.5332563519477844
121,0,CNV,0,1,0.5461388826370239
122,0,CNV,0,1,0.764587938785553
123,0,CNV,0,1,0.5406372547149658
124,0,CNV,0,1,0.6908013224601746
125,0,CNV,0,1,0.5902155041694641
126,0,CNV,0,1,0.5959075093269348
127,0,CNV,0,1,0.5950009822845459
128,0,CNV,0,1,0.8543323278427124
129,0,CNV,0,1,0.5119765400886536
130,0,CNV,0,1,0.465435653924942
131,0,CNV,0,1,0.5403350591659546
132,0,CNV,0,1,0.6490051746368408
133,0,CNV,0,1,0.7352209687232971
134,0,CNV,0,1,0.4177250266075134
135,0,CNV,0,1,0.5704869031906128
136,0,CNV,0,1,0.6099143624305725
137,0,CNV,0,1,0.48834994435310364
138,0,CNV,0,1,0.627572774887085
139,0,CNV,0,1,0.43713101744651794
140,0,CNV,0,1,0.6654996871948242
141,0,CNV,0,1,0.5000101923942566
142,0,CNV,0,1,0.7154573798179626
143,0,CNV,0,1,0.7075567245483398
144,0,CNV,0,1,0.39393875002861023
145,0,CNV,0,1,0.44846197962760925
146,0,CNV,0,1,0.5659661889076233
147,0,CNV,0,1,0.35548627376556396
148,0,CNV,0,1,0.5806249380111694
149,0,CNV,0,1,0.5301061272621155
150,0,CNV,0,1,0.6817529201507568
151,0,CNV,0,1,0.5027198195457458
152,0,CNV,0,1,0.6985781192779541
153,0,CNV,0,1,0.5106338858604431
154,0,CNV,0,1,0.672097384929657
155,0,CNV,0,1,0.6376424431800842
156,0,CNV,0,1,0.5811997056007385
157,0,CNV,0,1,0.6750094294548035
158,0,CNV,0,1,0.6074540019035339
159,0,CNV,0,1,0.6853304505348206
160,0,CNV,0,1,0.5820102691650391
161,0,CNV,0,1,0.6225370168685913
162,0,CNV,0,1,0.6053019165992737
163,0,CNV,0,1,0.4034639596939087
164,0,CNV,0,1,0.42327508330345154
165,0,CNV,0,1,0.36347877979278564
166,0,CNV,0,1,0.7290202975273132
167,0,CNV,0,1,0.4374507665634155
168,0,CNV,0,1,0.5852435231208801
169,0,CNV,0,1,0.6621741056442261
170,0,CNV,0,1,0.5071194767951965
171,0,CNV,0,1,0.45843711495399475
172,0,CNV,0,1,0.543754518032074
173,0,CNV,0,1,0.07898405194282532
174,0,CNV,0,1,0.6356632709503174
175,0,CNV,2,0,0.6129329204559326
176,0,CNV,0,1,0.4611454904079437
177,0,CNV,0,1,0.3831607699394226
178,0,CNV,0,1,0.5591224431991577
179,0,CNV,0,1,0.45735955238342285
180,0,CNV,0,1,0.7560836672782898
181,0,CNV,0,1,0.6298543214797974
182,0,CNV,0,1,0.6568524837493896
183,0,CNV,0,1,0.5802822113037109
184,0,CNV,0,1,0.4849194586277008
185,0,CNV,0,1,0.5452030301094055
186,0,CNV,0,1,0.5315225124359131
187,0,CNV,0,1,0.5672577619552612
188,0,CNV,0,1,0.381895512342453
189,0,CNV,0,1,0.5592185854911804
190,0,CNV,0,1,0.4724103808403015
191,0,CNV,0,1,0.3999694883823395
192,0,CNV,0,1,0.2556254267692566
193,0,CNV,0,1,0.4808103144168854
194,0,CNV,0,1,0.5068320631980896
195,0,CNV,0,1,0.5775495171546936
196,0,CNV,0,1,0.720452606678009
197,0,CNV,0,1,0.5311660766601562
198,0,CNV,0,1,0.4890993535518646
199,0,CNV,0,1,0.5761170983314514
200,0,CNV,0,1,0.3968498408794403
201,0,CNV,0,1,0.6192641854286194
202,0,CNV,0,1,0.578906238079071
203,0,CNV,0,1,0.6102465987205505
204,0,CNV,0,1,0.6341916918754578
205,0,CNV,0,1,0.6611865758895874
206,0,CNV,0,1,0.7356263995170593
207,0,CNV,0,1,0.604961633682251
208,0,CNV,0,1,0.7885739803314209
209,0,CNV,0,1,0.5536303520202637
210,0,CNV,0,1,0.3958229124546051
211,0,CNV,0,1,0.6012978553771973
212,0,CNV,0,1,0.6047207713127136
213,0,CNV,0,1,0.549774706363678
214,0,CNV,0,1,0.5129189491271973
215,0,CNV,0,1,0.7040936946868896
216,0,CNV,0,1,0.4020965099334717
217,0,CNV,0,1,0.6312730312347412
218,0,CNV,0,1,0.6649709939956665
219,0,CNV,1,0,0.4047401547431946
220,0,CNV,0,1,0.7666063904762268
221,0,CNV,0,1,0.29845118522644043
222,0,CNV,0,1,0.6102465987205505
223,0,CNV,0,1,0.4558558464050293
224,0,CNV,0,1,0.5181975364685059
225,0,CNV,0,1,0.47042909264564514
226,0,CNV,0,1,0.7920722365379333
227,0,CNV,0,1,0.8138322234153748
228,0,CNV,0,1,0.5537686944007874
229,0,CNV,0,1,0.6279252767562866
230,0,CNV,0,1,0.5780556797981262
231,0,CNV,0,1,0.7432292103767395
232,0,CNV,0,1,0.5880275368690491
233,0,CNV,0,1,0.6061176657676697
234,0,CNV,0,1,0.4032670259475708
235,0,CNV,0,1,0.6244142055511475
236,0,CNV,0,1,0.5322718620300293
237,0,CNV,0,1,0.21833811700344086
238,0,CNV,0,1,0.6513943672180176
239,0,CNV,0,1,0.19889581203460693
240,0,CNV,0,1,0.6171079874038696
241,0,CNV,0,1,0.46347323060035706
242,0,CNV,0,1,0.5786678194999695
243,0,CNV,0,1,0.5423358678817749
244,0,CNV,0,1,0.7055768966674805
245,0,CNV,0,1,0.42966198921203613
246,0,CNV,0,1,0.755535364151001
247,0,CNV,0,1,0.6214389801025391
248,0,CNV,0,1,0.4473021924495697
249,0,CNV,0,1,0.6238086819648743
250,0,CNV,0,1,0.5848528146743774
251,0,CNV,0,1,0.6899484992027283
252,0,CNV,0,1,0.42304331064224243
253,0,CNV,0,1,0.4713170826435089
254,0,CNV,0,1,0.6253502368927002
255,0,CNV,0,1,0.6920420527458191
256,0,CNV,0,1,0.6110163331031799
257,0,CNV,0,1,0.47196537256240845
258,0,CNV,0,1,0.5647004246711731
259,0,CNV,0,1,0.2711063623428345
260,0,CNV,0,1,0.30477017164230347
261,0,CNV,0,1,0.7606975436210632
262,0,CNV,0,1,0.44907820224761963
263,0,CNV,0,1,0.524690568447113
264,0,CNV,0,1,0.5081673860549927
265,0,CNV,0,1,0.5909378528594971
266,0,CNV,0,1,0.3838678300380707
267,0,CNV,0,1,0.6303693652153015
268,0,CNV,0,1,0.6331722736358643
269,0,CNV,0,1,0.23888900876045227
270,0,CNV,0,1,0.6990599036216736
271,0,CNV,0,1,0.456506609916687
272,0,CNV,0,1,0.6707529425621033
273,0,CNV,0,1,0.5468125939369202
274,0,CNV,0,1,0.6101507544517517
275,0,CNV,0,1,0.39262863993644714
276,0,CNV,0,1,0.49063733220100403
277,0,CNV,0,1,0.4173131585121155
278,0,CNV,0,1,0.4906083643436432
279,0,CNV,0,1,0.23541198670864105
280,0,CNV,0,1,0.5800463557243347
281,0,CNV,0,1,0.5803192257881165
282,0,CNV,0,1,0.4920499920845032
283,0,CNV,0,1,0.7024160623550415
284,0,CNV,0,1,0.7209395170211792
285,0,CNV,0,1,0.23000091314315796
286,0,CNV,0,1,0.7620473504066467
287,0,CNV,0,1,0.5313695073127747
288,0,CNV,0,1,0.5347077250480652
289,0,CNV,0,1,0.4768386483192444
290,0,CNV,0,1,0.6650906801223755
291,0,CNV,0,1,0.6643548011779785
292,0,CNV,0,1,0.5475643277168274
293,0,CNV,0,1,0.5053139925003052
294,0,CNV,0,1,0.38521531224250793
295,0,CNV,0,1,0.5928667783737183
296,0,CNV,0,1,0.6445991396903992
297,0,CNV,0,1,0.6039247512817383
298,0,CNV,0,1,0.6398581266403198
299,0,CNV,0,1,0.608484148979187
300,0,CNV,0,1,0.44566088914871216
301,0,CNV,0,1,0.7284855246543884
302,0,CNV,0,1,0.64108806848526
303,0,CNV,0,1,0.8105565309524536
304,0,CNV,0,1,0.6969491243362427
305,0,CNV,0,1,0.49406492710113525
306,0,CNV,0,1,0.6787944436073303
307,0,CNV,0,1,0.5588002800941467
308,0,CNV,0,1,0.4700312912464142
309,0,CNV,0,1,0.8160766959190369
310,0,CNV,0,1,0.4179307222366333
311,0,CNV,0,1,0.6357908248901367
312,0,CNV,0,1,0.6203481554985046
313,0,CNV,0,1,0.5722981691360474
314,0,CNV,0,1,0.7872829437255859
315,0,CNV,0,1,0.7558926939964294
316,0,CNV,0,1,0.6640343070030212
317,0,CNV,0,1,0.34679338335990906
318,0,CNV,0,1,0.6640223264694214
319,0,CNV,0,1,0.6472021341323853
320,0,CNV,0,1,0.5574094653129578
321,0,CNV,0,1,0.7362231612205505
322,0,CNV,0,1,0.6364941000938416
323,0,CNV,0,1,0.6287828087806702
324,0,CNV,0,1,0.4332452714443207
325,0,CNV,0,1,0.48248013854026794
326,0,CNV,0,1,0.7359640002250671
327,0,CNV,0,1,0.6217457056045532
328,0,CNV,0,1,0.597312867641449
329,0,CNV,0,1,0.5839794278144836
330,0,CNV,0,1,0.5643201470375061
331,0,CNV,0,1,0.45471447706222534
332,0,CNV,0,1,0.7495730519294739
333,0,CNV,0,1,0.2807287275791168
334,0,CNV,1,0,0.5996821522712708
335,0,CNV,0,1,0.5872974395751953
336,0,CNV,0,1,0.44315433502197266
337,0,CNV,0,1,0.6584473848342896
338,0,CNV,0,1,0.4975537061691284
339,0,CNV,0,1,0.5955649614334106
340,0,CNV,0,1,0.635074257850647
341,0,CNV,0,1,0.6436284780502319
342,0,CNV,0,1,0.6097823977470398
343,0,CNV,0,1,0.5525571703910828
344,0,CNV,0,1,0.6616437435150146
345,0,CNV,0,1,0.7035149335861206
346,0,CNV,0,1,0.5848088264465332
347,0,CNV,0,1,0.469122052192688
348,0,CNV,0,1,0.37492769956588745
349,0,CNV,0,1,0.554653525352478
350,0,CNV,0,1,0.48481959104537964
351,0,CNV,0,1,0.46526089310646057
352,0,CNV,0,1,0.7437077760696411
353,0,CNV,0,1,0.5632442235946655
354,0,CNV,0,1,0.7010369896888733
355,0,CNV,0,1,0.7192323207855225
356,0,CNV,0,1,0.6271003484725952
357,0,CNV,0,1,0.5556801557540894
358,0,CNV,0,1,0.2693820297718048
359,0,CNV,0,1,0.5305570363998413
360,0,CNV,0,1,0.5608049631118774
361,0,CNV,0,1,0.5615575313568115
362,0,CNV,0,1,0.6302406787872314
363,0,CNV,0,1,0.40241739153862
364,0,CNV,0,1,0.5691046118736267
365,0,CNV,0,1,0.5466394424438477
366,0,CNV,0,1,0.561622679233551
367,0,CNV,0,1,0.8134243488311768
368,0,CNV,0,1,0.6872175335884094
369,0,CNV,0,1,0.5547506809234619
370,0,CNV,0,1,0.7200630307197571
371,0,CNV,0,1,0.5889366865158081
372,0,CNV,0,1,0.6697975397109985
373,0,CNV,0,1,0.6709040403366089
374,0,CNV,0,1,0.5602637529373169
375,0,CNV,0,1,0.5578842759132385
376,0,CNV,0,1,0.608923077583313
377,0,CNV,0,1,0.6785546541213989
378,0,CNV,0,1,0.2693820297718048
379,0,CNV,0,1,0.820151150226593
380,0,CNV,0,1,0.46600428223609924
381,0,CNV,0,1,0.49715524911880493
382,0,CNV,0,1,0.6010937094688416
383,0,CNV,0,1,0.6250115633010864
384,0,CNV,0,1,0.5367361903190613
385,0,CNV,1,0,0.7837658524513245
386,0,CNV,0,1,0.19401755928993225
387,0,CNV,0,1,0.5854541063308716
388,0,CNV,0,1,0.543459951877594
389,0,CNV,0,1,0.6280406713485718
390,0,CNV,0,1,0.6266255974769592
391,0,CNV,0,1,0.6771329045295715
392,0,CNV,0,1,0.6659300923347473
393,0,CNV,0,1,0.447573721408844
394,0,CNV,0,1,0.7255500555038452
395,0,CNV,0,1,0.7763270139694214
396,0,CNV,0,1,0.6808518767356873
397,0,CNV,0,1,0.5830003023147583
398,0,CNV,0,1,0.554253876209259
399,0,CNV,0,1,0.6123813986778259
400,0,CNV,0,1,0.24734479188919067
401,0,CNV,0,1,0.3575344383716583
402,0,CNV,0,1,0.6073698401451111
403,0,CNV,0,1,0.702640950679779
404,0,CNV,0,1,0.5576798915863037
405,0,CNV,0,1,0.5086721181869507
406,0,CNV,0,1,0.42008230090141296
407,0,CNV,0,1,0.776426374912262
408,0,CNV,0,1,0.6019322872161865
409,0,CNV,0,1,0.8009867668151855
410,0,CNV,0,1,0.4870324730873108
411,0,CNV,0,1,0.4644523561000824
412,0,CNV,0,1,0.652205765247345
413,0,CNV,0,1,0.4636134207248688
414,0,CNV,0,1,0.5297005772590637
415,0,CNV,0,1,0.6739307641983032
416,0,CNV,0,1,0.6069494485855103
417,0,CNV,0,1,0.7495730519294739
418,0,CNV,0,1,0.8065458536148071
419,0,CNV,0,1,0.5284366011619568
420,0,CNV,0,1,0.5151119828224182
421,0,CNV,0,1,0.5386573672294617
422,0,CNV,0,1,0.44510310888290405
423,0,CNV,0,1,0.6243236660957336
424,0,CNV,0,1,0.5794780850410461
425,0,CNV,0,1,0.4916556775569916
426,0,CNV,0,1,0.42804908752441406
427,0,CNV,0,1,0.7314901351928711
428,0,CNV,0,1,0.6651484370231628
429,0,CNV,0,1,0.7038341164588928
430,0,CNV,0,1,0.7706739902496338
431,0,CNV,0,1,0.6147000789642334
432,0,CNV,0,1,0.7296697497367859
433,0,CNV,0,1,0.8461835384368896
434,0,CNV,0,1,0.37062692642211914
435,0,CNV,0,1,0.5008484721183777
436,0,CNV,0,1,0.673129141330719
437,0,CNV,0,1,0.5648394227027893
438,0,CNV,0,1,0.48763078451156616
439,0,CNV,0,1,0.6109901070594788
440,0,CNV,0,1,0.6756714582443237
441,0,CNV,0,1,0.293536514043808
442,0,CNV,0,1,0.7809035778045654
443,0,CNV,0,1,0.3745799660682678
444,0,CNV,0,1,0.47654348611831665
445,0,CNV,0,1,0.4197847247123718
446,0,CNV,0,1,0.640394389629364
447,0,CNV,0,1,0.6833162307739258
448,0,CNV,0,1,0.4777224063873291
449,0,CNV,0,1,0.49737656116485596
450,0,CNV,0,1,0.5766988396644592
451,0,CNV,0,1,0.3172723352909088
452,0,CNV,0,1,0.6783709526062012
453,0,CNV,0,1,0.6212320923805237
454,0,CNV,0,1,0.5320531725883484
455,0,CNV,0,1,0.7268445491790771
456,0,CNV,0,1,0.5585780143737793
457,0,CNV,0,1,0.5477131605148315
458,0,CNV,0,1,0.6697595119476318
459,0,CNV,0,1,0.62031090259552
460,0,CNV,0,1,0.6273595094680786
461,0,CNV,0,1,0.6035712957382202
462,0,CNV,0,1,0.48863500356674194
463,0,CNV,0,1,0.7397813200950623
464,0,CNV,0,1,0.6506285071372986
465,0,CNV,0,1,0.41852888464927673
466,0,CNV,0,1,0.6852356791496277
467,0,CNV,0,1,0.673823893070221
468,0,CNV,0,1,0.5836554169654846
469,0,CNV,0,1,0.6634828448295593
470,0,CNV,3,0,0.011286275461316109
471,0,CNV,0,1,0.7447223663330078
472,0,CNV,0,1,0.5112022757530212
473,0,CNV,0,1,0.6493280529975891
474,0,CNV,0,1,0.788623571395874
475,0,CNV,0,1,0.5190600752830505
476,0,CNV,2,0,0.5861080884933472
477,0,CNV,0,1,0.5518805980682373
478,0,CNV,0,1,0.36296772956848145
479,0,CNV,0,1,0.5555253028869629
480,0,CNV,0,1,0.6750308275222778
481,0,CNV,0,1,0.676729142665863
482,0,CNV,0,1,0.7138490080833435
483,0,CNV,0,1,0.46624553203582764
484,0,CNV,0,1,0.3367791771888733
485,0,CNV,0,1,0.3760174512863159
486,0,CNV,0,1,0.7149347066879272
487,0,CNV,2,0,0.6722850203514099
488,0,CNV,0,1,0.2894383668899536
489,0,CNV,0,1,0.6315203309059143
490,0,CNV,0,1,0.22820517420768738
491,0,CNV,0,1,0.5045955777168274
492,0,CNV,0,1,0.6449004411697388
493,0,CNV,0,1,0.45098283886909485
494,0,CNV,0,1,0.6731469631195068
495,0,CNV,0,1,0.5706157684326172
496,0,CNV,0,1,0.7826475501060486
497,0,CNV,0,1,0.6781183481216431
498,0,CNV,0,1,0.6005845665931702
499,0,CNV,0,1,0.47024932503700256
500,0,CNV,0,1,0.49521008133888245
501,0,CNV,0,1,0.644156813621521
502,0,CNV,0,1,0.5974823236465454
503,0,CNV,0,1,0.6416848301887512
504,0,CNV,0,1,0.5711655020713806
505,0,CNV,0,1,0.7024010419845581
506,0,CNV,0,1,0.7517306804656982
507,0,CNV,0,1,0.6651968955993652
508,0,CNV,0,1,0.6526685357093811
509,0,CNV,0,1,0.6001434922218323
510,0,CNV,0,1,0.7296352982521057
511,0,CNV,0,1,0.8023873567581177
512,0,CNV,0,1,0.4742114245891571
513,0,CNV,0,1,0.26747697591781616
514,0,CNV,0,1,0.5065340399742126
515,0,CNV,0,1,0.2624761462211609
516,0,CNV,0,1,0.7451757192611694
517,0,CNV,0,1,0.6216824054718018
518,0,CNV,0,1,0.5750811100006104
519,0,CNV,0,1,0.551067054271698
520,0,CNV,0,1,0.6095412969589233
521,0,CNV,0,1,0.7233298420906067
522,0,CNV,0,1,0.7420896291732788
523,0,CNV,0,1,0.6086916923522949
524,0,CNV,0,1,0.23185816407203674
525,0,CNV,0,1,0.5333942174911499
526,0,CNV,0,1,0.3396793305873871
527,0,CNV,0,1,0.6209222674369812
528,0,CNV,0,1,0.3077109754085541
529,0,CNV,0,1,0.7602813839912415
530,0,CNV,0,1,0.681065022945404
531,0,CNV,0,1,0.30854764580726624
532,0,CNV,0,1,0.6528273224830627
533,0,CNV,0,1,0.5910661816596985
534,0,CNV,0,1,0.6861391067504883
535,0,CNV,0,1,0.1661168783903122
536,0,CNV,0,1,0.4395174980163574
537,0,CNV,0,1,0.7190545201301575
538,0,CNV,0,1,0.6707972288131714
539,0,CNV,0,1,0.5880470871925354
540,0,CNV,0,1,0.6298345327377319
541,0,CNV,0,1,0.5058905482292175
542,0,CNV,0,1,0.36228132247924805
543,0,CNV,0,1,0.46343284845352173
544,0,CNV,0,1,0.546454668045044
545,0,CNV,0,1,0.7245442271232605
546,0,CNV,0,1,0.5525961518287659
547,0,CNV,0,1,0.6852275133132935
548,0,CNV,0,1,0.6663182973861694
549,0,CNV,0,1,0.7088886499404907
550,0,CNV,0,1,0.5347049236297607
551,0,CNV,0,1,0.4861239492893219
552,0,CNV,0,1,0.7836235165596008
553,0,CNV,0,1,0.36797162890434265
554,0,CNV,0,1,0.5279222130775452
555,0,CNV,0,1,0.17738910019397736
556,0,CNV,0,1,0.59067302942276
557,0,CNV,0,1,0.5255330801010132
558,0,CNV,0,1,0.5983474850654602
559,0,CNV,0,1,0.5620383024215698
560,0,CNV,0,1,0.8146005868911743
561,0,CNV,0,1,0.6372177600860596
562,0,CNV,0,1,0.7423053979873657
563,0,CNV,0,1,0.40468868613243103
564,0,CNV,0,1,0.4676779806613922
565,0,CNV,0,1,0.648317813873291
566,0,CNV,0,1,0.5271360874176025
567,0,CNV,0,1,0.5720541477203369
568,0,CNV,0,1,0.5479598045349121
569,0,CNV,0,1,0.4893673360347748
570,0,CNV,1,0,0.6856584548950195
571,0,CNV,0,1,0.6452781558036804
572,0,CNV,0,1,0.503339409828186
573,0,CNV,0,1,0.5813090205192566
574,0,CNV,0,1,0.6229152679443359
575,0,CNV,0,1,0.6871247291564941
576,0,CNV,0,1,0.6215023398399353
577,0,CNV,0,1,0.42327508330345154
578,0,CNV,0,1,0.5749654769897461
579,0,CNV,0,1,0.539323091506958
580,0,CNV,0,1,0.5945749878883362
581,0,CNV,0,1,0.5282597541809082
582,0,CNV,0,1,0.7304524779319763
583,0,CNV,0,1,0.44927749037742615
584,0,CNV,0,1,0.5038468241691589
585,0,CNV,0,1,0.6476486921310425
586,0,CNV,0,1,0.6083857417106628
587,0,CNV,0,1,0.3628503382205963
588,0,CNV,0,1,0.5748087167739868
589,0,CNV,0,1,0.5000281929969788
590,0,CNV,0,1,0.6311824321746826
591,0,CNV,0,1,0.5886499285697937
592,0,CNV,0,1,0.45843225717544556
593,0,CNV,0,1,0.5376245975494385
594,0,CNV,0,1,0.6006179451942444
595,0,CNV,0,1,0.5077829957008362
596,0,CNV,2,0,0.6858504414558411
597,0,CNV,0,1,0.5285753011703491
598,0,CNV,0,1,0.29673174023628235
599,0,CNV,0,1,0.5629059076309204
600,0,CNV,0,1,0.6583750247955322
601,0,CNV,0,1,0.6339038610458374
602,0,CNV,0,1,0.7507379055023193
603,0,CNV,0,1,0.6847866177558899
604,0,CNV,0,1,0.703470766544342
605,0,CNV,0,1,0.6673666834831238
606,0,CNV,0,1,0.5277440547943115
607,0,CNV,0,1,0.4580599367618561
608,0,CNV,0,1,0.5882933735847473
609,0,CNV,0,1,0.5408774614334106
610,0,CNV,0,1,0.5647755265235901
611,0,CNV,0,1,0.6342431306838989
612,0,CNV,0,1,0.395031213760376
613,0,CNV,0,1,0.4441528916358948
614,0,CNV,0,1,0.6417202353477478
615,0,CNV,0,1,0.5136581063270569
616,0,CNV,0,1,0.362895667552948
617,0,CNV,0,1,0.625248908996582
618,0,CNV,0,1,0.5741025805473328
619,0,CNV,0,1,0.66374272108078
620,0,CNV,0,1,0.6785528659820557
621,0,CNV,0,1,0.6583026051521301
622,0,CNV,0,1,0.7208005785942078
623,0,CNV,0,1,0.1655348837375641
624,0,CNV,0,1,0.6202590465545654
625,0,CNV,0,1,0.7054394483566284
626,0,CNV,0,1,0.6263640522956848
627,0,CNV,0,1,0.700588047504425
628,0,CNV,0,1,0.7042495608329773
629,0,CNV,0,1,0.3620244264602661
630,0,CNV,0,1,0.6911824345588684
631,0,CNV,0,1,0.5937729477882385
632,0,CNV,0,1,0.5926343202590942
633,0,CNV,0,1,0.4990321397781372
634,0,CNV,0,1,0.5880487561225891
635,0,CNV,0,1,0.8143628239631653
636,0,CNV,0,1,0.6270037889480591
637,0,CNV,0,1,0.6603965759277344
638,0,CNV,0,1,0.5289283990859985
639,0,CNV,0,1,0.2807810604572296
640,0,CNV,0,1,0.5270676016807556
641,0,CNV,0,1,0.7963736057281494
642,0,CNV,0,1,0.6861520409584045
643,0,CNV,0,1,0.6513071656227112
644,0,CNV,0,1,0.5013008117675781
645,0,CNV,0,1,0.5949289798736572
646,0,CNV,0,1,0.7844330072402954
647,0,CNV,0,1,0.6861391067504883
648,0,CNV,0,1,0.1911569982767105
649,0,CNV,0,1,0.5911217331886292
650,0,CNV,0,1,0.5916107892990112
651,0,CNV,0,1,0.6456279754638672
652,0,CNV,0,1,0.588527262210846
653,0,CNV,0,1,0.5554443597793579
654,0,CNV,0,1,0.5657890439033508
655,0,CNV,0,1,0.5596250891685486
656,0,CNV,0,1,0.7363147735595703
657,0,CNV,0,1,0.508124828338623
658,0,CNV,0,1,0.8212051391601562
659,0,CNV,0,1,0.5712372660636902
660,0,CNV,0,1,0.5519553422927856
661,0,CNV,0,1,0.6907642483711243
662,0,CNV,0,1,0.7768874168395996
663,0,CNV,1,0,0.49072548747062683
664,0,CNV,0,1,0.7153300046920776
665,0,CNV,0,1,0.5871822237968445
666,0,CNV,0,1,0.6068323254585266
