path,true_class,true_cls_nm,pred_class,correct,confidence,entropy,variation_ratio,mutual_info,std_pred
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-5557306-115.jpeg,0,CNV,0,1,0.98575944,0.085735574,0.0,0.0020565689,0.0054938924
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-2120559-38.jpeg,0,CNV,0,1,0.98061264,0.0970736,0.0,0.0029339641,0.011370871
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7907754-23.jpeg,0,CNV,0,1,0.95758134,0.2077228,0.0,0.0058610886,0.016786598
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3514723-139.jpeg,0,CNV,0,1,0.9944398,0.03796396,0.0,0.0013788678,0.0032404356
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1963682-62.jpeg,0,CNV,0,1,0.94408464,0.23035696,0.0,0.0050648004,0.022639655
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9320911-275.jpeg,0,CNV,0,1,0.9744973,0.141885,0.0,0.003576219,0.009622454
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6652117-90.jpeg,0,CNV,0,1,0.99335706,0.044724338,0.0,0.0019721761,0.004762331
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-451136-102.jpeg,0,CNV,0,1,0.99445885,0.036134224,0.0,0.001689963,0.004701154
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1760872-8.jpeg,0,CNV,0,1,0.96525854,0.16333437,0.0,0.0026472807,0.012095538
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-794538-160.jpeg,0,CNV,0,1,0.98435545,0.093513265,0.0,0.0037805736,0.0088420445
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-53018-5.jpeg,0,CNV,0,1,0.9169614,0.2964781,0.0,0.0054579973,0.027064608
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-794538-92.jpeg,0,CNV,0,1,0.994018,0.03711053,0.0,0.0009522177,0.0034132532
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-987193-16.jpeg,0,CNV,0,1,0.99304765,0.04342282,0.0,0.0013601594,0.0046040462
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7654515-25.jpeg,0,CNV,0,1,0.6528917,0.6796727,0.0,0.005767405,0.038414616
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7961716-32.jpeg,0,CNV,0,1,0.9846677,0.08434009,0.0,0.0017864555,0.0068650735
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1322624-26.jpeg,0,CNV,0,1,0.98582846,0.07713549,0.0,0.001569733,0.0062470115
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1781140-180.jpeg,0,CNV,0,1,0.96546006,0.1582219,0.0,0.004650086,0.017255137
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-2627894-2.jpeg,0,CNV,0,1,0.9893575,0.060960367,0.0,0.0015239716,0.0055131107
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6652117-340.jpeg,0,CNV,0,1,0.987871,0.06837478,0.0,0.0016707703,0.0062977476
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3847391-69.jpeg,0,CNV,0,1,0.96669924,0.15393572,0.0,0.0034078658,0.014184911
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6933604-10.jpeg,0,CNV,0,1,0.9901239,0.060193814,0.0,0.0012615211,0.004178172
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9206635-50.jpeg,0,CNV,0,1,0.9890802,0.06805319,0.0,0.0021150336,0.005769433
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-5557306-86.jpeg,0,CNV,0,1,0.97971463,0.10760003,0.0,0.0021923408,0.008089658
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1112835-56.jpeg,0,CNV,0,1,0.97570366,0.121274374,0.0,0.0034025088,0.011869326
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1112835-193.jpeg,0,CNV,0,1,0.9852251,0.08079452,0.0,0.002516359,0.008376581
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7907754-160.jpeg,0,CNV,0,1,0.9765903,0.13003288,0.0,0.003438592,0.008994089
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-4155829-6.jpeg,0,CNV,0,1,0.99889654,0.009405674,0.0,0.0002531251,0.0006036002
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1305450-175.jpeg,0,CNV,0,1,0.9412921,0.22467214,0.0,0.0041312277,0.021689737
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-154835-117.jpeg,0,CNV,0,1,0.97053945,0.14102888,0.0,0.0034748614,0.013639118
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3453634-111.jpeg,0,CNV,0,1,0.9293044,0.29885072,0.0,0.008363366,0.029262945
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-4884091-18.jpeg,0,CNV,0,1,0.99003196,0.058947235,0.0,0.002114173,0.0062543396
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-2444883-155.jpeg,0,CNV,0,1,0.9397692,0.24339412,0.0,0.005081281,0.023253571
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9343663-23.jpeg,0,CNV,0,1,0.99184424,0.048831336,0.0,0.0015535615,0.00521447
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9206635-78.jpeg,0,CNV,0,1,0.94865274,0.24214399,0.0,0.007021323,0.022620488
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-794538-71.jpeg,0,CNV,0,1,0.9827328,0.09252765,0.0,0.002755046,0.009800947
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7604641-26.jpeg,0,CNV,0,1,0.9899517,0.060307648,0.0,0.0018138997,0.0054625478
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-4952759-312.jpeg,0,CNV,0,1,0.9977871,0.016330129,0.0,0.000674434,0.0017803907
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6666538-41.jpeg,0,CNV,0,1,0.98764765,0.067645684,0.0,0.0036549792,0.011972381
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-781814-140.jpeg,0,CNV,0,1,0.9634857,0.17249148,0.0,0.003458172,0.0141407
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-904464-42.jpeg,0,CNV,0,1,0.9742843,0.1362421,0.0,0.004274711,0.01167655
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9997680-71.jpeg,0,CNV,0,1,0.9055456,0.38868496,0.0,0.008419454,0.02724803
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7873827-123.jpeg,0,CNV,0,1,0.9812424,0.10570404,0.0,0.003597498,0.010207227
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-5054419-6.jpeg,0,CNV,0,1,0.9649873,0.15317486,0.0,0.0033821017,0.0154996645
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7658334-2.jpeg,0,CNV,0,1,0.9368074,0.282802,0.0,0.0080470145,0.023783524
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6053140-1.jpeg,0,CNV,0,1,0.9797403,0.11301249,0.0,0.003778711,0.011034882
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6493580-260.jpeg,0,CNV,0,1,0.94777876,0.20581204,0.0,0.0035077333,0.019444583
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-482704-2.jpeg,0,CNV,0,1,0.98330283,0.086694255,0.0,0.002415292,0.008816143
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9373856-44.jpeg,0,CNV,0,1,0.99537,0.030630356,0.0,0.0011671353,0.0032179707
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3574650-78.jpeg,0,CNV,0,1,0.9942486,0.036615264,0.0,0.0012575313,0.00422133
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-5054419-84.jpeg,0,CNV,0,1,0.99670255,0.022722691,0.0,0.0008352678,0.002353299
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1632795-20.jpeg,0,CNV,0,1,0.9532642,0.19691032,0.0,0.0041510016,0.018230343
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7907754-182.jpeg,0,CNV,0,1,0.9734366,0.14556849,0.0,0.0036982894,0.011240264
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3616460-53.jpeg,0,CNV,0,1,0.9597029,0.20346254,0.0,0.004926771,0.014510228
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-776149-3.jpeg,0,CNV,0,1,0.99195975,0.049011253,0.0,0.0014885701,0.0046541877
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9388047-45.jpeg,0,CNV,0,1,0.9764784,0.118850015,0.0,0.0035299882,0.01326506
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8986660-4.jpeg,0,CNV,2,0,0.67683923,0.6319635,0.0,0.0021172762,0.027694438
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1779025-18.jpeg,0,CNV,0,1,0.9940498,0.037535574,0.0,0.0010807179,0.003697567
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7422289-41.jpeg,0,CNV,0,1,0.9932297,0.040853236,0.0,0.0016335808,0.0049060895
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6652117-387.jpeg,0,CNV,0,1,0.9574188,0.21705317,0.0,0.0071538985,0.018156769
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-4244160-136.jpeg,0,CNV,0,1,0.9928509,0.04440867,0.0,0.0014711432,0.004604542
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-163081-127.jpeg,0,CNV,0,1,0.99765426,0.017737042,0.0,0.001106225,0.0026769447
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7710023-109.jpeg,0,CNV,0,1,0.9991976,0.0068223644,0.0,0.00037839077,0.00082331646
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8728968-33.jpeg,0,CNV,0,1,0.99307364,0.042434786,0.0,0.0009460375,0.003613439
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-4332329-6.jpeg,0,CNV,0,1,0.9488984,0.20505208,0.0,0.00412412,0.020466443
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-5054419-7.jpeg,0,CNV,0,1,0.97448516,0.11926876,0.0,0.0033651814,0.013463883
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7907754-46.jpeg,0,CNV,0,1,0.9629086,0.19002114,0.0,0.005659744,0.016523043
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9894035-17.jpeg,0,CNV,0,1,0.9181673,0.28811535,0.0,0.004808873,0.025548033
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3734032-43.jpeg,0,CNV,0,1,0.99413705,0.036471557,0.0,0.0019048341,0.005607797
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7531689-40.jpeg,0,CNV,0,1,0.9730913,0.12978067,0.0,0.0045016706,0.01576918
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8836520-3.jpeg,0,CNV,0,1,0.87147355,0.44718516,0.0,0.010887057,0.039578352
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-794538-87.jpeg,0,CNV,0,1,0.9733246,0.14280085,0.0,0.0029775947,0.009630346
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9884539-17.jpeg,0,CNV,0,1,0.9322935,0.24989678,0.0,0.004601717,0.024129601
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8656509-18.jpeg,0,CNV,0,1,0.98073936,0.102965005,0.0,0.0028535873,0.010485012
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7513011-81.jpeg,0,CNV,0,1,0.9908967,0.05256748,0.0,0.0015876777,0.005472626
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6369482-35.jpeg,0,CNV,0,1,0.98949045,0.059519153,0.0,0.00135893,0.0056106527
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-2192440-58.jpeg,0,CNV,0,1,0.9690525,0.16121222,0.0,0.004140526,0.012033321
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9462998-22.jpeg,0,CNV,0,1,0.994845,0.035156067,0.0,0.0013590641,0.0036943762
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-417468-66.jpeg,0,CNV,0,1,0.980045,0.1071123,0.0,0.0022508278,0.008547083
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-5861916-43.jpeg,0,CNV,0,1,0.9860545,0.07407896,0.0,0.0014656335,0.006365783
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6566667-58.jpeg,0,CNV,0,1,0.9966373,0.023232045,0.0,0.0014941394,0.003495634
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-9890872-16.jpeg,0,CNV,0,1,0.9340848,0.25077787,0.0,0.0055659413,0.025605794
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8056259-1.jpeg,0,CNV,0,1,0.9923475,0.049311798,0.0,0.001544036,0.004414755
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6652117-408.jpeg,0,CNV,0,1,0.9830755,0.09884435,0.0,0.0020785555,0.006269693
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3514723-13.jpeg,0,CNV,0,1,0.99613416,0.028146977,0.0,0.0008888934,0.0022075016
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3915549-25.jpeg,0,CNV,0,1,0.9822905,0.1039333,0.0,0.002140835,0.0073608756
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6933604-27.jpeg,0,CNV,0,1,0.9988796,0.00954813,0.0,0.00035205483,0.0006894798
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7675318-6.jpeg,0,CNV,0,1,0.97804403,0.12228271,0.0,0.0032405108,0.00955501
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3696907-22.jpeg,0,CNV,0,1,0.9854796,0.09053515,0.0,0.0033878535,0.008927281
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1699976-115.jpeg,0,CNV,0,1,0.97291964,0.1354243,0.0,0.0021865815,0.009481479
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-4952759-187.jpeg,0,CNV,0,1,0.99044645,0.06155682,0.0,0.0011677817,0.003971191
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8032278-19.jpeg,0,CNV,0,1,0.9658786,0.15247986,0.0,0.0031452775,0.014545769
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1632795-13.jpeg,0,CNV,0,1,0.98450834,0.082744874,0.0,0.0023841187,0.008583068
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3318854-114.jpeg,0,CNV,0,1,0.9917462,0.050834242,0.0,0.001764901,0.00485549
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-218676-26.jpeg,0,CNV,0,1,0.9927227,0.047338054,0.0,0.0013790801,0.0035927515
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8032278-21.jpeg,0,CNV,0,1,0.9879014,0.06948651,0.0,0.0019391328,0.006504849
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-451136-43.jpeg,0,CNV,0,1,0.99410415,0.038642094,0.0,0.0014486127,0.0040913587
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-7625147-34.jpeg,0,CNV,0,1,0.9929006,0.04471145,0.0,0.002099134,0.0055870167
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-3453634-11.jpeg,0,CNV,0,1,0.9897851,0.06449606,0.0,0.0024255253,0.00601226
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6652117-223.jpeg,0,CNV,0,1,0.9832051,0.098141074,0.0,0.0033252388,0.009033795
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1188386-183.jpeg,0,CNV,0,1,0.9950863,0.032376036,0.0,0.0011995975,0.0035074253
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-1016042-195.jpeg,0,CNV,0,1,0.9114431,0.30332956,0.0,0.0047088265,0.027573166
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-732516-231.jpeg,0,CNV,0,1,0.99573845,0.027808653,0.0,0.0010953397,0.0032039443
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8796318-6.jpeg,0,CNV,0,1,0.985615,0.08045552,0.0,0.0018948317,0.007061048
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-6106345-57.jpeg,0,CNV,0,1,0.8620851,0.43117934,0.0,0.009309232,0.042685095
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8598714-110.jpeg,0,CNV,0,1,0.9879006,0.07263078,0.0,0.0018944219,0.00606531
/kaggle/input/datasets/nafeesalmahadi/oct2026-retinal-oct2017-balanced-701515-split/OCT2026/test_balanced/CNV/CNV-8730574-10.jpeg,0,CNV,0,1,0.99723834,0.019709706,0.0,0.0010344945,0.0027825148
