global_idx,entropy,correct,set_size,is_multi,loc_score
7930,0.14799061,1,1,0,0.756374716758728
7932,0.41726142,1,1,0,0.5297918319702148
7933,0.304975,1,1,0,0.6495783925056458
7934,0.19119582,1,1,0,0.689878523349762
7935,0.10840663,0,1,0,0.45743685960769653
7938,0.7394833,0,2,1,0.8441287279129028
7939,0.25024486,1,1,0,0.6678552627563477
7940,0.40972593,1,1,0,0.23788031935691833
7944,0.46804023,1,1,0,0.6358090043067932
7945,0.391138,1,1,0,0.8608638048171997
7947,0.053459182,1,1,0,0.6328606009483337
7949,0.56382567,1,2,1,0.5648386478424072
7953,0.3233873,1,1,0,0.7789369225502014
7956,0.33197188,1,1,0,0.6681467294692993
7959,0.41451648,1,1,0,0.4791901707649231
7960,0.1506654,1,1,0,0.6709757447242737
7963,0.3356474,1,1,0,0.49798616766929626
7964,0.4308657,1,1,0,0.785912036895752
7965,0.58908296,1,2,1,0.792256236076355
7966,0.63077426,1,2,1,0.4275735318660736
7968,0.23984675,1,1,0,0.5266585350036621
7969,0.11197236,1,1,0,0.5362204313278198
7973,0.19497456,1,1,0,0.6692849397659302
7974,0.42742926,1,1,0,0.7788320779800415
7975,0.21740444,1,1,0,0.5498971343040466
7976,0.28292194,1,1,0,0.5138989686965942
7977,0.24298553,1,1,0,0.6166868209838867
7978,0.7123051,1,2,1,0.7047412395477295
7981,0.2359162,1,1,0,0.7843999266624451
7986,0.41214406,1,1,0,0.41888687014579773
7988,0.19925173,0,1,0,0.23319120705127716
7998,0.14066802,1,1,0,0.44898098707199097
8000,0.2859756,1,1,0,0.8299383521080017
8002,0.37946984,1,1,0,0.7327297329902649
8003,0.40102592,1,1,0,0.7486636638641357
8005,0.23799792,1,1,0,0.663786768913269
8006,0.3137635,1,1,0,0.6682526469230652
8008,0.26554325,1,1,0,0.5448563098907471
8009,0.19803306,1,1,0,0.5512279272079468
8014,0.21877232,1,1,0,0.7652957439422607
8020,0.45159012,1,1,0,0.6774189472198486
8021,0.35392174,1,1,0,0.6256647109985352
8022,0.07570461,1,1,0,0.5430170893669128
8023,0.06481773,1,1,0,0.7742581367492676
8024,0.33230427,1,1,0,0.5539813041687012
8028,0.1622422,1,1,0,0.7604222893714905
8031,0.559539,1,2,1,0.6550093293190002
8032,0.34116754,1,1,0,0.7149590849876404
8042,0.19371061,1,1,0,0.5465750098228455
8043,0.4149609,1,1,0,0.7283865213394165
8046,0.71474934,0,2,1,0.6952577233314514
8048,0.34310597,1,1,0,0.691421389579773
8049,0.6319888,1,2,1,0.4487210810184479
8050,0.13919766,1,1,0,0.7338215112686157
8052,0.21357709,1,1,0,0.6553131341934204
8054,0.39761055,0,1,0,0.7147788405418396
8055,0.3126043,1,1,0,0.5061704516410828
8057,0.370589,1,1,0,0.6332993507385254
8063,0.275454,1,1,0,0.697972297668457
8065,0.2597333,1,1,0,0.7946650385856628
8066,0.20989048,1,1,0,0.7636500000953674
8067,0.12157908,1,1,0,0.4790234863758087
8068,0.45400992,1,1,0,0.6937808990478516
8071,0.16961055,1,1,0,0.6444571018218994
8074,0.6163576,1,2,1,0.6193874478340149
8076,0.61491406,0,2,1,0.6334652900695801
8077,0.20703205,1,1,0,0.44582003355026245
8078,0.22452632,1,1,0,0.5540032386779785
8085,0.32362574,1,1,0,0.5614690184593201
8086,0.73929596,1,2,1,0.5473337769508362
8087,0.5684071,1,2,1,0.6444020867347717
8096,0.6828664,1,2,1,0.587103545665741
8097,0.076148584,1,1,0,0.649531364440918
8098,0.5581508,1,2,1,0.6410990357398987
8104,0.5251953,1,2,1,0.613667368888855
8105,0.5502405,1,2,1,0.593403160572052
8106,0.13191903,1,1,0,0.7239949107170105
8108,0.3997849,1,1,0,0.6404989957809448
8109,0.28946036,1,1,0,0.408269464969635
8110,0.18510692,1,1,0,0.7224287986755371
8111,0.6389812,0,2,1,0.8087853789329529
8113,0.5594681,1,2,1,0.7020168304443359
8115,0.17154625,1,1,0,0.5130801200866699
8116,0.5780603,1,2,1,0.5163846611976624
8117,0.14849325,1,1,0,0.5895592570304871
8119,0.28525484,1,1,0,0.6376973986625671
8122,0.7102843,0,2,1,0.7482894659042358
8127,0.3187938,1,1,0,0.6279433965682983
8128,0.21424626,1,1,0,0.7593936920166016
8130,0.21108823,1,1,0,0.6759384870529175
8132,0.5183411,1,2,1,0.42693284153938293
8133,0.6049754,1,2,1,0.5791207551956177
8136,0.40149575,1,1,0,0.6306129097938538
8137,0.20636308,1,1,0,0.7145353555679321
8138,0.4930332,1,1,0,0.5264097452163696
8140,0.37772202,1,1,0,0.7326428890228271
8142,0.25664842,1,1,0,0.7713964581489563
8145,0.18462843,1,1,0,0.7057226300239563
8149,0.34669146,1,1,0,0.7577570080757141
8154,0.18049213,1,1,0,0.7055362462997437
8155,0.29326972,1,1,0,0.7194557785987854
8156,0.33423588,1,1,0,0.5483335852622986
8161,0.5496025,1,2,1,0.6173487901687622
8162,0.13507935,1,1,0,0.44399943947792053
8165,0.55740774,1,2,1,0.7063032984733582
8171,0.46662825,1,1,0,0.5931570529937744
8173,0.4012579,1,1,0,0.7230556011199951
8177,0.27427512,1,1,0,0.6334502100944519
8181,0.20568937,1,1,0,0.6731976866722107
8183,0.47989824,1,1,0,0.6962933540344238
8184,0.7113529,1,2,1,0.6679760813713074
8186,0.19403195,1,1,0,0.7893491387367249
8198,0.31624448,1,1,0,0.591399610042572
8202,0.09968339,1,1,0,0.7267089486122131
8207,0.40331045,1,1,0,0.6702529191970825
8208,0.45610976,1,1,0,0.7498228549957275
8212,0.6090812,1,2,1,0.6554163098335266
8214,0.38092762,1,1,0,0.6341786980628967
8217,0.5462545,1,2,1,0.7732405662536621
8220,0.21303748,1,1,0,0.6545533537864685
8221,0.7145418,1,2,1,0.6150807738304138
8225,0.43170598,1,1,0,0.18306350708007812
8227,0.42272264,1,1,0,0.7263907194137573
8235,0.17551796,1,1,0,0.419918417930603
8238,0.32400838,1,1,0,0.7865502834320068
8242,0.362235,1,1,0,0.569298267364502
8244,0.293537,1,1,0,0.6004147529602051
8249,0.6444879,1,2,1,0.6129549145698547
8250,0.15919517,1,1,0,0.7398863434791565
8251,0.33273166,1,1,0,0.6518803238868713
8252,0.13572028,1,1,0,0.6841751337051392
8254,0.25458935,1,1,0,0.5844665765762329
8256,0.14414194,1,1,0,0.7443118095397949
8261,0.12684144,1,1,0,0.7610448002815247
8262,0.5905697,1,2,1,0.7290661931037903
8264,0.04451432,1,1,0,0.5253757238388062
8268,0.18734668,1,1,0,0.7318110466003418
8269,0.2250197,1,1,0,0.43888285756111145
8271,0.58304095,1,2,1,0.6666432023048401
8275,0.30166462,1,1,0,0.5025817155838013
8278,0.4956774,1,1,0,0.4585946798324585
8280,0.3127723,1,1,0,0.6447556614875793
8282,0.54599667,1,2,1,0.7079930305480957
8287,0.62591946,0,2,1,0.8119089007377625
8290,0.11500478,1,1,0,0.7221730947494507
8291,0.23287384,1,1,0,0.6577184200286865
8294,0.686568,1,2,1,0.6639178991317749
8295,0.2348045,1,1,0,0.5450468063354492
8296,0.4621559,1,1,0,0.6240367889404297
8299,0.38262308,1,1,0,0.7747668027877808
8300,0.6050192,1,1,0,0.7593164443969727
8302,0.1939135,1,1,0,0.5090945959091187
8303,0.31876844,1,1,0,0.6349673867225647
8309,0.6052141,1,2,1,0.5601743459701538
8311,0.5203871,1,2,1,0.7364835739135742
8312,0.36629453,1,1,0,0.7507331371307373
8313,0.22407019,1,1,0,0.77373206615448
8315,0.34500483,1,1,0,0.5771235227584839
8318,0.085221514,1,1,0,0.63563072681427
8323,0.14543115,1,1,0,0.5394896864891052
8325,0.36669576,1,1,0,0.7187490463256836
8327,0.27203298,1,1,0,0.6496539115905762
8328,0.21186389,1,1,0,0.44437161087989807
8329,0.5036444,1,1,0,0.22686390578746796
8331,0.24702562,1,1,0,0.6527128219604492
8332,0.68376946,1,2,1,0.5994426012039185
8334,0.37728167,1,1,0,0.5148173570632935
8335,0.7858435,0,1,0,0.2606925070285797
8336,0.3786184,1,1,0,0.7391688227653503
8338,0.74234307,0,2,1,0.5902729034423828
8340,0.09448614,1,1,0,0.5901620388031006
8341,0.15968823,1,1,0,0.7365688681602478
8346,0.27614233,1,1,0,0.7316747307777405
8347,0.29197502,1,1,0,0.7469791173934937
8350,0.15350313,1,1,0,0.6261848211288452
8351,0.39777386,1,1,0,0.6719236373901367
8353,0.35503528,1,1,0,0.7591848969459534
8357,0.60679746,1,2,1,0.6730114221572876
8358,0.36606225,1,1,0,0.6856051087379456
8359,0.18465321,1,1,0,0.6043709516525269
8364,0.6600729,1,2,1,0.5633349418640137
8367,0.7878283,0,2,1,0.8652802109718323
8369,0.05605538,1,1,0,0.5740898847579956
8374,0.62685525,0,2,1,0.7085459232330322
8376,0.31433636,1,1,0,0.6006209254264832
8379,0.5533463,1,2,1,0.6823918223381042
8384,0.69148374,1,2,1,0.5976288318634033
8390,0.2335494,1,1,0,0.7155544757843018
8392,0.024349816,1,1,0,0.7746574878692627
8393,0.5414769,1,2,1,0.5479037165641785
8395,0.30922246,1,1,0,0.6913056373596191
8396,0.4958885,1,2,1,0.6043867468833923
8399,0.067061126,1,1,0,0.7464489340782166
8402,0.19969246,1,1,0,0.5145744681358337
8403,0.2679102,1,1,0,0.591292679309845
8407,0.4035399,1,1,0,0.5264396667480469
8408,0.2459404,1,1,0,0.615273654460907
8409,0.31619212,1,1,0,0.6995239853858948
8414,0.3075018,1,1,0,0.6623897552490234
8415,0.3633715,1,1,0,0.7367274761199951
8420,0.35506237,1,1,0,0.7010024189949036
8421,0.6729448,1,2,1,0.6848176717758179
8422,0.17997153,1,1,0,0.7283843159675598
8423,0.13118817,1,1,0,0.67428058385849
8425,0.37118244,1,1,0,0.5969589948654175
8427,0.39579898,1,1,0,0.6852678656578064
8429,0.092856005,1,1,0,0.7084491848945618
8432,0.5054738,1,1,0,0.7008230686187744
8434,0.41942677,1,1,0,0.6579697728157043
8436,0.14298244,1,1,0,0.7141329646110535
8438,0.271099,1,1,0,0.438362181186676
8439,0.5980875,1,2,1,0.7382074594497681
8446,0.22463335,1,1,0,0.5052080154418945
8448,0.49314064,1,1,0,0.39949774742126465
8449,0.43174037,1,1,0,0.7211285829544067
8453,0.5465105,1,2,1,0.6023861765861511
8456,0.37807855,1,1,0,0.7540647983551025
8463,0.34191623,1,1,0,0.5006324052810669
8465,0.5532435,1,2,1,0.6290384531021118
8469,0.5681003,1,2,1,0.6286742687225342
8472,0.4043,1,1,0,0.32593047618865967
8474,0.7014659,1,2,1,0.6606678366661072
8476,0.32559308,1,1,0,0.5434656739234924
8477,0.41434366,0,1,0,0.7758035063743591
8478,0.35683239,0,1,0,0.6450644731521606
8481,0.48301962,1,1,0,0.6211437582969666
8490,0.3667937,1,1,0,0.713546633720398
8492,0.24982575,1,1,0,0.7210678458213806
8495,0.26424187,1,1,0,0.7483975887298584
8496,0.28715536,1,1,0,0.4528621435165405
8502,0.5231453,1,1,0,0.7076985836029053
8505,0.41631457,1,1,0,0.6776204705238342
8510,0.5750083,0,2,1,0.4517461657524109
8511,0.6028865,1,2,1,0.6862484216690063
8514,0.33277518,1,1,0,0.6691402196884155
8516,0.41761693,1,1,0,0.6067922115325928
8517,0.4591548,1,1,0,0.6580666899681091
8519,0.6589982,1,2,1,0.5678916573524475
8520,0.2604039,1,1,0,0.6663107872009277
8525,0.570148,1,2,1,0.7291527986526489
8526,0.27870926,1,1,0,0.5257503390312195
8529,0.2973764,1,1,0,0.37837889790534973
8530,0.64518815,1,2,1,0.5519435405731201
8534,0.19714098,1,1,0,0.6761735081672668
8536,0.42394087,1,1,0,0.5469897985458374
8538,0.5634325,1,2,1,0.6195430755615234
8541,0.7154765,0,2,1,0.7990997433662415
8543,0.29161677,1,1,0,0.5822315216064453
8546,0.10514796,1,1,0,0.6001380085945129
8549,0.27743298,1,1,0,0.6780238747596741
8552,0.4359504,1,1,0,0.5947185754776001
8555,0.25175697,1,1,0,0.7354881763458252
8557,0.1891737,1,1,0,0.633070170879364
8559,0.13190885,1,1,0,0.5480583310127258
8561,0.37048274,1,1,0,0.731916606426239
8562,0.46888444,1,1,0,0.7564958930015564
8564,0.6934117,1,2,1,0.7872390151023865
8566,0.69391286,1,2,1,0.6159606575965881
8567,0.5987322,0,2,1,0.4202485978603363
8568,0.5563266,0,2,1,0.7030690312385559
8570,0.3291149,1,1,0,0.5933443307876587
8577,0.46965683,1,1,0,0.7028571963310242
8578,0.19595122,1,1,0,0.6505491137504578
8579,0.23206025,1,1,0,0.7244757413864136
8580,0.6047981,1,2,1,0.7071508169174194
8583,0.26419932,1,1,0,0.6444936394691467
8586,0.40427735,1,1,0,0.4892396926879883
8593,0.61396444,0,2,1,0.4365968108177185
8594,0.09695,1,1,0,0.7140389084815979
8595,0.57266885,1,2,1,0.6182901263237
8598,0.33833593,1,1,0,0.7462188005447388
8599,0.12551858,1,1,0,0.7679781317710876
8600,0.67771405,1,2,1,0.7157999873161316
8603,0.60927904,1,2,1,0.5182076692581177
8608,0.58630264,1,2,1,0.7625764608383179
8610,0.44545805,1,1,0,0.6803098320960999
8611,0.20994748,1,1,0,0.6389195322990417
8614,0.44442275,1,1,0,0.5069026947021484
8616,0.56490415,1,2,1,0.6882315874099731
8622,0.910825,0,2,1,0.14607681334018707
8624,0.72006184,1,2,1,0.6887037754058838
8627,0.08475557,1,1,0,0.6935870051383972
8628,0.5427465,1,2,1,0.6588056683540344
8631,0.4794292,1,1,0,0.743164598941803
8633,0.44075942,1,1,0,0.5834583044052124
8634,0.3309755,1,1,0,0.7798281311988831
8635,0.45497915,1,1,0,0.6933037638664246
8636,0.40465534,1,1,0,0.5934497714042664
8637,0.23903114,1,1,0,0.663786768913269
8644,0.091433644,1,1,0,0.7404117584228516
8645,0.40290418,1,1,0,0.6308735013008118
8646,0.34669173,1,1,0,0.5886960625648499
8648,0.39098126,1,1,0,0.6020324230194092
8649,0.1423876,1,1,0,0.5633328557014465
8652,0.630969,1,2,1,0.7123419046401978
8653,0.36270553,1,1,0,0.39822858572006226
8658,0.15072848,1,1,0,0.8127171397209167
8662,0.2078984,1,1,0,0.7719663977622986
